Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
1987-88,31.0,DEN,NBA,C,9.0,0.0,96.0,11.0,0.377,0.0,0.087,16.8,20.4,18.5,7.9,1.5,4.9,14.3,11.9,0.0,0.1,0.1,0.059,-3.8,1.6,-2.2,0.0,,coopewa01,
1988-89,32.0,DEN,NBA,C,3.0,3.0,44.0,11.4,0.5,0.0,0.0,8.5,21.5,14.6,5.9,1.0,2.8,0.0,10.7,0.1,0.0,0.1,0.104,-2.1,1.2,-0.9,0.0,,coopewa01,
1989-90,33.0,POR,NBA,C,18.0,0.0,248.0,11.0,0.434,0.0,0.404,10.7,21.4,15.8,2.8,1.0,7.0,8.3,9.9,0.1,0.4,0.5,0.097,-2.5,2.8,0.3,0.1,,coopewa01,
1990-91,34.0,POR,NBA,C,3.0,0.0,13.0,6.6,0.5,0.0,0.0,8.8,37.7,22.8,10.5,0.0,0.0,33.3,9.9,0.0,0.0,0.0,0.03,-3.9,1.3,-2.6,0.0,,coopewa01,
1991-92,35.0,POR,NBA,C,3.0,0.0,27.0,7.9,0.5,0.0,0.0,4.6,31.4,18.1,0.0,0.0,7.5,20.0,8.0,0.0,0.0,0.0,0.06,-5.1,2.4,-2.7,0.0,,coopewa01,
1969-70,26.0,LAS,ABA,PG,1.0,,1.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.013,,,,,,selvale01,
2018-19,22.0,DEN,NBA,SG,14.0,0.0,281.0,12.1,0.53,0.505,0.333,4.0,14.1,9.0,7.3,0.6,0.3,6.2,18.1,0.4,0.0,0.4,0.071,-0.8,-1.1,-1.9,0.0,,beaslma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beaslma01,
2021-22,25.0,MIN,NBA,SG,6.0,0.0,119.0,9.0,0.547,0.568,0.136,2.0,16.0,9.3,5.6,0.8,0.7,13.0,19.3,-0.1,0.1,0.0,-0.001,-1.7,-0.9,-2.6,0.0,,beaslma01,
2022-23,26.0,LAL,NBA,SG,11.0,0.0,91.0,5.4,0.45,0.765,0.176,3.7,5.5,4.7,3.0,0.5,0.0,5.2,18.7,-0.1,0.0,0.0,-0.019,-3.6,-2.1,-5.7,-0.1,,beaslma01,
2023-24,27.0,MIL,NBA,SG,6.0,2.0,131.0,12.8,0.646,0.61,0.0,0.9,12.0,6.5,4.5,1.6,0.0,6.8,15.4,0.2,0.0,0.2,0.077,-1.1,0.6,-0.5,0.1,,beaslma01,
2024-25,28.0,DET,NBA,SG,6.0,0.0,163.0,10.8,0.535,0.787,0.107,0.7,9.5,5.3,7.1,0.9,0.5,8.2,22.6,0.0,0.1,0.2,0.052,0.2,-0.8,-0.6,0.1,,beaslma01,
1961-62,23.0,LAL,NBA,PG,5.0,,30.0,12.3,0.571,,0.286,,,,22.5,,,,,0.1,0.0,0.1,0.127,,,,,,mcneibo01,
2008-09,20.0,POR,NBA,SF,6.0,5.0,63.0,6.1,0.667,0.444,0.0,1.8,4.4,3.0,2.6,0.9,2.7,25.0,9.7,0.0,0.0,0.0,0.018,-2.0,-0.6,-2.6,0.0,,batumni01,
2009-10,21.0,POR,NBA,SF,6.0,6.0,139.0,11.8,0.605,0.568,0.216,3.4,13.9,8.4,6.4,0.8,0.0,9.0,15.4,0.2,-0.1,0.2,0.052,0.6,-1.0,-0.4,0.1,,batumni01,
2010-11,22.0,POR,NBA,SF,6.0,0.0,151.0,10.3,0.503,0.565,0.087,0.8,7.2,4.1,9.4,1.9,3.0,12.8,18.5,0.0,0.0,0.0,-0.003,-0.6,0.8,0.2,0.1,,batumni01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,batumni01,
2013-14,25.0,POR,NBA,SF,11.0,11.0,459.0,14.5,0.562,0.423,0.106,2.4,17.3,9.9,18.3,1.5,0.8,15.9,16.9,0.4,0.2,0.7,0.07,2.5,0.8,3.3,0.6,,batumni01,
2014-15,26.0,POR,NBA,SF,5.0,5.0,209.0,11.1,0.469,0.557,0.186,3.1,19.4,11.1,21.4,0.2,0.3,13.7,19.2,0.0,0.1,0.1,0.021,0.4,-0.6,-0.2,0.1,,batumni01,
2015-16,27.0,CHO,NBA,SF,5.0,2.0,144.0,12.1,0.53,0.489,0.444,1.5,13.6,7.1,12.7,0.7,0.0,12.9,20.4,0.0,0.1,0.1,0.031,-0.1,-2.3,-2.4,0.0,,batumni01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,batumni01,
2020-21,32.0,LAC,NBA,SF,19.0,10.0,555.0,14.9,0.642,0.661,0.211,4.0,17.7,10.9,9.8,2.2,1.8,4.8,10.5,1.2,0.6,1.8,0.155,2.0,2.2,4.3,0.9,,batumni01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,batumni01,
2022-23,34.0,LAC,NBA,PF,5.0,3.0,92.0,7.9,0.579,0.895,0.0,1.2,13.4,6.9,8.5,1.1,1.7,9.5,9.6,0.1,0.0,0.1,0.028,-1.5,1.1,-0.4,0.0,,batumni01,
2023-24,35.0,PHI,NBA,PF,6.0,0.0,170.0,9.4,0.584,0.759,0.276,6.2,16.6,11.6,6.8,0.3,2.5,13.3,10.2,0.2,0.1,0.2,0.068,-0.5,0.2,-0.4,0.1,,batumni01,
2024-25,36.0,LAC,NBA,PF,7.0,0.0,172.0,12.9,0.591,1.0,0.0,2.7,16.0,9.2,10.6,1.8,6.0,8.3,9.7,0.2,0.2,0.4,0.111,0.5,4.4,4.9,0.3,,batumni01,
1991-92,24.0,MIA,NBA,SF,3.0,3.0,119.0,8.1,0.425,0.188,0.109,3.0,7.4,5.1,7.7,0.9,0.0,8.2,27.5,-0.2,-0.1,-0.4,-0.152,-2.4,-5.0,-7.4,-0.2,,ricegl01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ricegl01,
1993-94,26.0,MIA,NBA,SF,5.0,5.0,195.0,11.4,0.454,0.338,0.118,3.3,17.4,10.2,9.4,3.0,0.7,16.4,19.5,-0.1,0.2,0.1,0.022,-0.6,0.8,0.2,0.1,,ricegl01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ricegl01,
1996-97,29.0,CHH,NBA,SF,3.0,3.0,137.0,23.7,0.618,0.281,0.404,0.9,10.8,5.3,14.5,1.6,0.6,5.6,24.2,0.6,-0.1,0.5,0.192,6.4,-0.4,6.0,0.3,,ricegl01,
1997-98,30.0,CHH,NBA,SF,9.0,9.0,369.0,18.2,0.543,0.208,0.208,3.7,13.3,8.6,7.5,0.8,0.6,6.4,27.5,0.6,0.2,0.8,0.105,3.2,-0.8,2.4,0.4,,ricegl01,
1998-99,31.0,LAL,NBA,SF,7.0,7.0,307.0,14.8,0.563,0.277,0.287,1.4,9.1,5.0,6.1,0.9,0.3,7.3,18.2,0.7,-0.1,0.6,0.096,2.5,-1.5,0.9,0.2,,ricegl01,
1999-00,32.0,LAL,NBA,SF,23.0,23.0,766.0,12.1,0.533,0.294,0.39,1.5,12.6,6.9,9.6,1.0,0.4,11.9,17.9,0.9,0.2,1.1,0.067,-0.1,-0.7,-0.8,0.2,,ricegl01,
2000-01,33.0,NYK,NBA,SF,5.0,0.0,144.0,13.9,0.549,0.269,0.154,2.9,15.5,9.7,3.9,1.1,0.5,11.2,21.6,0.1,0.1,0.2,0.083,0.8,-0.6,0.2,0.1,,ricegl01,
1983-84,23.0,PHO,NBA,PG,16.0,,128.0,2.8,0.338,0.128,0.231,5.5,6.1,5.8,17.2,1.9,0.5,23.2,18.4,-0.3,0.1,-0.3,-0.099,-6.8,-1.1,-7.9,-0.2,,fostero01,
1984-85,24.0,PHO,NBA,PG,3.0,0.0,56.0,5.1,0.351,0.16,0.32,0.0,6.8,3.2,15.3,3.9,0.0,14.9,23.0,-0.2,0.0,-0.2,-0.177,-6.8,-2.4,-9.2,-0.1,,fostero01,
2002-03,24.0,MIN,NBA,C,2.0,0.0,2.0,24.2,0.333,0.0,0.0,62.3,0.0,28.3,0.0,0.0,0.0,0.0,67.7,0.0,0.0,0.0,-0.25,6.8,-18.8,-12.0,0.0,,woodslo01,
2003-04,25.0,MIA,NBA,C,1.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.005,-2.0,0.9,-1.1,0.0,,woodslo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woodslo01,
2007-08,29.0,HOU,NBA,C,1.0,0.0,1.0,140.3,1.0,0.0,0.0,100.0,0.0,56.1,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,2.002,65.6,2.1,67.7,0.0,,woodslo01,
1951-52,25.0,BOS,NBA,SG,1.0,,27.0,27.4,0.603,,0.083,,,,72.5,,,,,0.1,0.0,0.1,0.262,,,,,,sharmbi01,
1952-53,26.0,BOS,NBA,SG,6.0,,201.0,11.3,0.472,,0.533,,,,17.2,,,,,0.3,0.0,0.3,0.071,,,,,,sharmbi01,
1953-54,27.0,BOS,NBA,SG,6.0,,206.0,18.7,0.549,,0.617,,,,12.1,,,,,0.8,0.1,0.9,0.208,,,,,,sharmbi01,
1954-55,28.0,BOS,NBA,SG,7.0,,290.0,19.6,0.572,,0.345,,,,21.6,,,,,1.1,-0.1,1.0,0.17,,,,,,sharmbi01,
1955-56,29.0,BOS,NBA,SG,3.0,,119.0,14.7,0.486,,0.37,,,,16.6,,,,,0.2,0.1,0.4,0.142,,,,,,sharmbi01,
1956-57,30.0,BOS,NBA,SG,10.0,,377.0,16.5,0.469,,0.325,,,,12.5,,,,,0.8,0.5,1.3,0.164,,,,,,sharmbi01,
1957-58,31.0,BOS,NBA,SG,11.0,,406.0,17.3,0.472,,0.253,,,,10.7,,,,,1.0,0.5,1.5,0.175,,,,,,sharmbi01,
1958-59,32.0,BOS,NBA,SG,11.0,,322.0,17.5,0.505,,0.306,,,,12.1,,,,,0.8,0.5,1.3,0.194,,,,,,sharmbi01,
1959-60,33.0,BOS,NBA,SG,13.0,,364.0,16.0,0.471,,0.254,,,,8.0,,,,,0.6,0.5,1.1,0.15,,,,,,sharmbi01,
1960-61,34.0,BOS,NBA,SG,10.0,,261.0,18.8,0.564,,0.271,,,,9.6,,,,,1.1,0.3,1.4,0.257,,,,,,sharmbi01,
1966-67,22.0,SFW,NBA,SF,3.0,,6.0,4.2,0.25,,0.0,,,,41.4,,,,,0.0,0.0,0.0,-0.197,,,,,,ellisjo01,
1967-68,23.0,SFW,NBA,SF,9.0,,104.0,5.0,0.34,,0.159,,,,8.7,,,,,-0.3,0.0,-0.3,-0.119,,,,,,ellisjo01,
1968-69,24.0,SFW,NBA,SF,6.0,,161.0,7.8,0.344,,0.316,,,,3.0,,,,,-0.6,0.2,-0.3,-0.095,,,,,,ellisjo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellisjo01,
1970-71,26.0,SFW,NBA,SF,5.0,,91.0,4.4,0.323,,0.071,,,10.7,0.0,,,,,-0.3,0.0,-0.3,-0.18,,,,,,ellisjo01,
1971-72,27.0,GSW,NBA,SF,5.0,,113.0,9.0,0.383,,0.27,,,8.5,5.6,,,,,-0.3,0.1,-0.3,-0.109,,,,,,ellisjo01,
1972-73,28.0,GSW,NBA,PF,10.0,,100.0,4.1,0.316,,0.0,,,8.6,9.7,,,,,-0.3,0.1,-0.2,-0.113,,,,,,ellisjo01,
2015-16,27.0,OKC,NBA,SF,6.0,0.0,51.0,3.6,0.405,0.444,0.222,2.2,12.9,7.7,0.0,1.0,0.0,0.0,8.4,0.0,0.0,0.0,0.02,-3.7,-0.2,-3.9,0.0,,singlky01,
2016-17,28.0,OKC,NBA,SF,1.0,0.0,10.0,-6.0,0.0,0.0,0.0,0.0,11.4,5.4,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,-0.103,-12.3,-3.2,-15.5,0.0,,singlky01,
1993-94,23.0,DEN,NBA,PF,12.0,12.0,436.0,16.6,0.534,0.042,0.38,7.4,18.0,12.8,11.9,1.1,1.7,10.3,19.6,0.8,0.4,1.2,0.131,1.1,1.0,2.1,0.4,,ellisla01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellisla01,
2000-01,30.0,MIN,NBA,PF,4.0,0.0,77.0,7.2,0.452,0.043,0.348,9.9,10.5,10.2,0.0,0.7,3.1,15.9,19.3,-0.1,0.1,0.0,0.005,-4.0,-1.4,-5.4,-0.1,,ellisla01,
2017-18,27.0,TOR,NBA,PG,4.0,0.0,29.0,7.2,0.414,0.5,0.2,4.1,21.6,12.7,9.9,0.0,2.7,8.4,18.6,0.0,0.0,0.0,-0.045,-2.7,-2.2,-4.9,0.0,,brownlo01,
1986-87,22.0,DET,NBA,C,15.0,0.0,311.0,10.6,0.55,0.0,0.636,10.9,15.0,13.0,4.5,0.5,3.4,14.2,13.4,0.3,0.5,0.8,0.117,-2.7,1.3,-1.4,0.0,,sallejo01,
1987-88,23.0,DET,NBA,C,23.0,0.0,623.0,13.4,0.599,0.01,0.663,12.0,16.9,14.5,4.8,1.3,3.9,14.6,11.3,0.9,1.4,2.3,0.177,0.1,2.7,2.7,0.7,,sallejo01,
1988-89,24.0,DET,NBA,PF,17.0,0.0,392.0,16.9,0.619,0.0,0.545,10.2,13.5,11.8,3.6,1.2,4.6,8.9,15.7,0.9,0.8,1.7,0.207,0.8,3.0,3.7,0.6,,sallejo01,
1989-90,25.0,DET,NBA,PF,20.0,0.0,547.0,14.9,0.575,0.0,0.803,12.2,12.6,12.4,5.3,0.9,4.1,11.8,15.1,1.1,1.0,2.1,0.189,-0.2,2.8,2.6,0.6,,sallejo01,
1990-91,26.0,DET,NBA,PF,15.0,0.0,308.0,13.7,0.581,0.0,0.857,6.9,15.8,11.1,5.3,1.0,4.3,11.9,15.5,0.4,0.4,0.8,0.12,-1.6,3.1,1.5,0.3,,sallejo01,
1991-92,27.0,DET,NBA,PF,5.0,1.0,149.0,18.2,0.559,0.023,0.636,8.1,14.8,11.6,18.4,1.1,6.2,13.8,21.1,0.2,0.3,0.5,0.149,2.4,4.9,7.3,0.3,,sallejo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sallejo01,
1993-94,29.0,MIA,NBA,PF,5.0,5.0,201.0,10.2,0.429,0.0,0.281,8.6,13.5,11.0,7.0,0.5,1.7,8.6,15.5,0.1,0.1,0.2,0.041,-0.7,-1.0,-1.7,0.0,,sallejo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sallejo01,
1995-96,31.0,CHI,NBA,PF,16.0,0.0,85.0,3.9,0.497,0.0,0.636,5.5,10.6,7.9,10.7,0.7,2.2,22.1,9.6,0.0,0.1,0.1,0.069,-7.4,2.8,-4.5,-0.1,,sallejo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sallejo01,
1999-00,35.0,LAL,NBA,C,18.0,0.0,78.0,11.9,0.489,0.0,0.769,12.9,19.7,16.2,7.2,0.7,6.1,18.7,12.4,0.1,0.1,0.1,0.091,-2.9,2.7,-0.3,0.0,,sallejo01,
1967-68,24.0,HSM,ABA,SG,3.0,,42.0,-6.3,0.196,0.176,0.118,,,6.0,6.5,,,5.3,17.8,-0.3,0.0,-0.3,-0.289,,,,,,hamoojo01,
1986-87,23.0,BOS,NBA,SG,11.0,0.0,35.0,10.8,0.539,0.313,0.625,10.7,9.9,10.2,0.0,0.0,0.0,16.4,30.1,0.0,0.0,0.0,-0.062,-2.7,-5.3,-8.0,-0.1,,henryco01,
2011-12,25.0,MEM,NBA,SF,7.0,7.0,279.0,14.6,0.505,0.167,0.351,4.2,16.3,10.1,7.2,1.8,0.6,13.8,25.3,0.2,0.3,0.5,0.085,0.5,0.1,0.6,0.2,,gayru01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gayru01,
2017-18,31.0,SAS,NBA,PF,5.0,4.0,160.0,11.3,0.442,0.277,0.138,5.9,14.4,9.9,12.3,2.6,0.5,8.0,21.4,-0.1,0.1,0.0,-0.012,-1.8,-0.1,-1.9,0.0,,gayru01,
2018-19,32.0,SAS,NBA,PF,7.0,0.0,179.0,15.4,0.503,0.271,0.243,7.9,22.1,15.0,10.1,0.9,2.2,11.4,22.7,0.1,0.1,0.2,0.052,0.9,-0.5,0.3,0.1,,gayru01,
1954-55,23.0,BOS,NBA,SF,7.0,,154.0,18.1,0.573,,0.481,,,,16.9,,,,,0.6,0.0,0.5,0.161,,,,,,ramsefr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ramsefr01,
1956-57,25.0,BOS,NBA,SG,10.0,,229.0,19.2,0.565,,0.72,,,,11.4,,,,,1.0,0.4,1.4,0.29,,,,,,ramsefr01,
1957-58,26.0,BOS,NBA,SG,11.0,,352.0,19.2,0.505,,0.339,,,,7.7,,,,,1.2,0.6,1.7,0.235,,,,,,ramsefr01,
1958-59,27.0,BOS,NBA,SG,11.0,,303.0,23.4,0.56,,0.422,,,,10.0,,,,,1.5,0.5,2.0,0.322,,,,,,ramsefr01,
1959-60,28.0,BOS,NBA,SG,13.0,,459.0,14.7,0.485,,0.321,,,,7.8,,,,,0.8,0.8,1.6,0.169,,,,,,ramsefr01,
1960-61,29.0,BOS,NBA,SG,10.0,,300.0,16.7,0.506,,0.551,,,,10.1,,,,,0.7,0.5,1.2,0.196,,,,,,ramsefr01,
1961-62,30.0,BOS,NBA,SG,13.0,,210.0,13.2,0.481,,0.433,,,,6.5,,,,,0.3,0.3,0.6,0.139,,,,,,ramsefr01,
1962-63,31.0,BOS,NBA,SG,13.0,,251.0,7.8,0.433,,0.452,,,,6.0,,,,,-0.2,0.3,0.1,0.026,,,,,,ramsefr01,
1963-64,32.0,BOS,NBA,SG,10.0,,138.0,10.7,0.429,,0.333,,,,10.8,,,,,0.0,0.3,0.3,0.088,,,,,,ramsefr01,
1985-86,22.0,DAL,NBA,C,6.0,0.0,18.0,12.7,0.509,0.167,0.333,25.2,6.5,15.9,0.0,0.0,0.0,0.0,16.1,0.1,0.0,0.1,0.153,0.6,-5.3,-4.7,0.0,,wennibi01,
1986-87,23.0,DAL,NBA,C,4.0,0.0,47.0,10.2,0.528,0.0,0.417,9.0,13.2,11.2,10.9,0.0,3.5,17.4,14.6,0.0,0.0,0.0,0.028,-2.0,1.0,-1.0,0.0,,wennibi01,
1987-88,24.0,DAL,NBA,C,6.0,0.0,14.0,-5.1,0.0,0.0,0.0,24.0,7.9,15.9,8.0,3.6,0.0,20.0,15.1,-0.1,0.0,-0.1,-0.204,-13.2,-4.6,-17.8,-0.1,,wennibi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wennibi01,
1989-90,26.0,DAL,NBA,C,3.0,0.0,25.0,-5.1,0.2,0.0,0.0,0.0,12.5,6.6,5.3,0.0,2.4,28.6,12.1,-0.1,0.0,-0.1,-0.191,-10.6,-1.2,-11.7,-0.1,,wennibi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wennibi01,
1993-94,30.0,CHI,NBA,C,7.0,0.0,47.0,6.6,0.546,0.0,0.5,10.9,7.7,9.2,12.9,0.0,1.7,12.0,8.5,0.1,0.0,0.1,0.11,-4.6,0.0,-4.6,0.0,,wennibi01,
1994-95,31.0,CHI,NBA,C,10.0,0.0,133.0,7.9,0.447,0.0,0.118,11.5,14.3,12.9,3.7,1.2,1.9,13.0,21.4,-0.1,0.1,0.0,0.006,-6.4,-0.9,-7.3,-0.2,,wennibi01,
1995-96,32.0,CHI,NBA,C,18.0,0.0,169.0,11.7,0.522,0.02,0.08,7.5,14.5,10.8,9.2,1.3,0.5,8.8,15.2,0.2,0.3,0.5,0.145,-2.3,1.4,-0.9,0.0,,wennibi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wennibi01,
1997-98,34.0,CHI,NBA,C,16.0,0.0,119.0,10.4,0.53,0.0,0.211,3.0,12.0,7.3,4.7,2.9,1.3,16.2,19.8,0.0,0.2,0.2,0.062,-5.5,1.1,-4.5,-0.1,,wennibi01,
1961-62,22.0,CIN,NBA,PG,2.0,,5.0,18.0,0.5,,0.0,,,,26.4,,,,,0.0,0.0,0.0,0.069,,,,,,zelleda01,
1996-97,25.0,WSB,NBA,PG,3.0,0.0,20.0,1.4,0.643,0.8,0.2,0.0,12.0,6.4,16.4,0.0,0.0,47.9,24.3,-0.1,0.0,-0.1,-0.219,-3.5,-5.4,-8.9,0.0,,whitnch01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whitnch01,
2002-03,31.0,ORL,NBA,PG,7.0,0.0,111.0,6.7,0.503,0.429,0.095,3.3,8.5,5.9,11.0,1.0,1.5,8.4,10.3,0.1,0.0,0.1,0.061,-2.4,1.2,-1.2,0.0,,whitnch01,
1983-84,24.0,DAL,NBA,SF,10.0,,353.0,12.6,0.502,0.008,0.5,8.5,14.1,11.1,8.0,1.0,0.2,14.2,21.3,0.2,0.1,0.3,0.041,-2.2,-1.0,-3.2,-0.1,,vinceja01,
1984-85,25.0,DAL,NBA,PF,4.0,2.0,134.0,9.8,0.451,0.0,0.518,7.2,11.3,9.2,3.3,2.2,1.2,13.8,25.0,-0.2,0.0,-0.1,-0.046,-3.9,-2.4,-6.3,-0.1,,vinceja01,
1985-86,26.0,DAL,NBA,PF,10.0,0.0,204.0,11.9,0.465,0.0,0.343,8.3,13.7,11.0,10.5,1.0,0.3,13.0,27.0,-0.1,0.1,-0.1,-0.013,-1.4,-3.1,-4.5,-0.1,,vinceja01,
1986-87,27.0,WSB,NBA,SF,3.0,0.0,72.0,7.6,0.442,0.0,0.3,2.7,10.9,6.5,7.1,1.4,0.0,10.5,22.0,-0.1,0.1,0.0,-0.029,-4.0,-1.2,-5.2,-0.1,,vinceja01,
1987-88,28.0,DEN,NBA,SF,8.0,0.0,200.0,19.0,0.576,0.01,0.385,5.0,15.6,9.9,4.9,1.2,1.2,10.3,27.8,0.3,0.1,0.5,0.113,0.5,-1.1,-0.6,0.1,,vinceja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vinceja01,
1989-90,30.0,LAL,NBA,SF,3.0,0.0,8.0,-23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.0,-0.1,0.0,-0.1,-0.609,-20.1,-9.3,-29.3,-0.1,,vinceja01,
1995-96,28.0,ATL,NBA,PG,10.0,0.0,59.0,16.3,0.529,0.0,0.538,2.0,10.8,6.3,26.6,4.8,1.3,15.7,15.6,0.1,0.1,0.1,0.098,-0.2,4.2,4.0,0.1,,jordare01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jordare01,
1997-98,30.0,MIN,NBA,SG,2.0,0.0,29.0,24.3,0.676,0.125,0.25,11.5,26.7,18.5,19.9,1.9,0.0,0.0,14.3,0.1,0.0,0.2,0.271,5.3,3.3,8.6,0.1,,jordare01,
1996-97,23.0,ATL,NBA,C,3.0,0.0,7.0,-37.3,0.0,0.0,0.0,18.6,16.4,17.4,0.0,0.0,0.0,50.0,41.8,-0.2,0.0,-0.2,-1.07,-37.3,-11.9,-49.3,-0.1,,laudepr01,
2009-10,20.0,MIL,NBA,PG,7.0,7.0,249.0,17.7,0.498,0.342,0.217,2.4,7.4,4.9,19.9,1.8,1.2,5.7,26.7,0.4,0.2,0.6,0.106,2.4,1.0,3.5,0.3,,jennibr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jennibr01,
2012-13,23.0,MIL,NBA,PG,4.0,4.0,133.0,9.9,0.408,0.491,0.316,0.9,7.9,4.2,21.3,3.6,0.7,14.5,26.9,-0.3,0.1,-0.3,-0.094,-2.0,-0.8,-2.8,0.0,,jennibr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jennibr01,
2016-17,27.0,WAS,NBA,PG,13.0,0.0,178.0,6.9,0.468,0.361,0.222,3.2,9.1,6.2,18.0,0.6,0.0,16.8,11.5,0.0,0.1,0.1,0.025,-3.7,-2.3,-6.0,-0.2,,jennibr01,
2017-18,28.0,MIL,NBA,PG,1.0,0.0,5.0,-9.8,0.347,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,37.7,0.0,0.0,0.0,-0.468,-17.5,-14.7,-32.2,0.0,,jennibr01,
2012-13,23.0,LAL,NBA,C,2.0,0.0,4.0,10.7,0.0,0.0,0.0,0.0,59.6,29.2,0.0,13.0,0.0,0.0,11.7,0.0,0.0,0.0,-0.096,-3.6,6.0,2.4,0.0,,sacrero01,
1974-75,21.0,GSW,NBA,SF,17.0,,503.0,16.5,0.473,,0.189,5.9,18.4,12.0,8.8,2.4,1.6,,,0.3,1.0,1.3,0.126,2.1,-0.2,1.9,0.5,,wilkeja01,
1975-76,22.0,GSW,NBA,SF,13.0,,450.0,14.5,0.471,,0.225,5.6,18.4,11.9,8.8,1.2,1.0,,,0.4,0.4,0.8,0.087,0.5,-1.5,-1.0,0.1,,wilkeja01,
1976-77,23.0,GSW,NBA,PF,10.0,,346.0,14.2,0.466,,0.182,4.8,18.2,11.2,6.4,2.2,0.9,,,0.3,0.4,0.7,0.099,0.5,0.5,1.0,0.3,,wilkeja01,
1977-78,24.0,LAL,NBA,SF,3.0,,108.0,10.1,0.489,,0.344,8.3,17.4,12.6,10.0,1.3,0.5,23.0,17.5,0.0,0.1,0.0,0.018,-2.8,-0.7,-3.5,0.0,,wilkeja01,
1978-79,25.0,LAL,NBA,SF,8.0,,307.0,17.0,0.509,,0.289,7.9,16.3,12.5,7.4,2.3,0.3,9.4,22.1,0.3,0.2,0.6,0.088,0.7,-0.3,0.4,0.2,,wilkeja01,
1979-80,26.0,LAL,NBA,SF,16.0,,652.0,15.8,0.51,0.003,0.184,8.9,12.2,10.5,10.3,1.7,0.4,9.9,21.3,1.1,0.6,1.7,0.127,2.1,-1.2,1.0,0.5,,wilkeja01,
1980-81,27.0,LAL,NBA,SF,3.0,,113.0,11.0,0.483,0.021,0.375,3.7,3.1,3.4,5.6,0.4,0.5,6.7,22.4,0.1,0.0,0.1,0.044,-1.2,-2.5,-3.8,-0.1,,wilkeja01,
1981-82,28.0,LAL,NBA,SF,14.0,,535.0,13.9,0.533,0.004,0.203,8.4,5.6,6.9,9.1,1.4,0.3,13.2,22.2,0.7,0.3,0.9,0.083,1.2,-2.4,-1.2,0.1,,wilkeja01,
1982-83,29.0,LAL,NBA,SF,15.0,,589.0,15.2,0.511,0.007,0.161,8.0,8.8,8.4,12.4,1.6,1.0,10.1,22.5,0.6,0.3,1.0,0.08,1.5,-1.3,0.2,0.3,,wilkeja01,
1983-84,30.0,LAL,NBA,SF,14.0,,196.0,6.5,0.421,0.014,0.157,6.2,8.6,7.5,5.5,1.0,0.6,8.6,17.3,-0.1,0.1,0.0,0.004,-3.9,-1.8,-5.7,-0.2,,wilkeja01,
1946-47,26.0,NYK,BAA,,4.0,,,,0.288,,0.154,,,,,,,,,0.0,0.0,0.0,,,,,,,gottlle01,
1981-82,23.0,SEA,NBA,PF,4.0,,31.0,15.6,0.587,0.0,1.6,3.4,13.2,8.4,4.6,6.5,0.0,0.0,11.6,0.1,0.1,0.1,0.229,-1.0,4.9,3.9,0.0,,tolbera01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolbera01,
1983-84,25.0,DET,NBA,PF,1.0,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.002,-2.2,-2.2,-4.3,0.0,,tolbera01,
1993-94,20.0,GSW,NBA,C,3.0,3.0,109.0,22.1,0.529,0.05,0.25,14.7,13.7,14.2,31.9,1.3,4.8,16.9,20.3,0.3,-0.1,0.2,0.074,3.5,2.9,6.5,0.2,,webbech01,
