Season,Age,Team,Lg,G,FG,FGA,FG%,FT,FTA,FT%,AST,PF,PTS,Awards,player_id,Pos,GS,MP,3P,3PA,2P,2PA,ORB,DRB,TRB,STL,BLK,TOV,3P%,2P%,eFG%
2015-16,27.0,LAC,NBA,6.0,4.0,6.3,0.632,3.7,9.8,0.373,1.8,2.8,11.7,,jordade01,C,6.0,33.0,0.0,0.0,4.0,6.3,5.0,11.3,16.3,1.2,2.7,1.2,,0.632,0.632
2016-17,28.0,LAC,NBA,7.0,6.1,8.7,0.705,3.1,8.0,0.393,0.7,4.1,15.4,,jordade01,C,7.0,37.7,0.0,0.1,6.1,8.6,3.6,10.9,14.4,0.4,0.9,2.4,0.0,0.717,0.705
,,,,,,,,,,,,,,,jordade01,,,,,,,,,,,,,,,,
2021-22,33.0,PHI,NBA,3.0,1.7,1.7,1.0,0.0,0.0,,0.3,1.3,3.3,,jordade01,C,2.0,10.3,0.0,0.0,1.7,1.7,0.3,2.0,2.3,0.0,0.7,0.7,,1.0,1.0
2022-23,34.0,DEN,NBA,4.0,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.5,1.3,,jordade01,C,0.0,3.5,0.0,0.0,0.5,0.8,0.0,1.0,1.0,0.0,0.3,0.5,,0.667,0.667
2023-24,35.0,DEN,NBA,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,,jordade01,C,0.0,6.5,0.0,0.0,0.5,1.0,0.5,1.0,1.5,0.5,0.5,0.0,,0.5,0.5
2024-25,36.0,DEN,NBA,7.0,0.4,0.4,1.0,0.0,0.6,0.0,0.3,1.3,0.9,,jordade01,C,0.0,5.1,0.0,0.0,0.4,0.4,0.1,1.1,1.3,0.0,0.1,0.3,,1.0,1.0
1984-85,23.0,POR,NBA,9.0,2.9,6.6,0.441,1.6,2.8,0.56,2.3,4.0,7.3,,bowiesa01,C,9.0,28.8,0.0,0.0,2.9,6.6,1.8,6.7,8.4,0.4,2.3,1.3,,0.441,0.441
,,,,,,,,,,,,,,,bowiesa01,,,,,,,,,,,,,,,,
1988-89,27.0,POR,NBA,3.0,4.0,9.3,0.429,2.0,2.7,0.75,1.0,2.7,10.3,,bowiesa01,C,1.0,22.3,0.3,0.7,3.7,8.7,3.3,3.3,6.7,0.0,2.3,1.0,0.5,0.423,0.446
,,,,,,,,,,,,,,,bowiesa01,,,,,,,,,,,,,,,,
1991-92,30.0,NJN,NBA,4.0,3.5,8.3,0.424,2.0,3.0,0.667,2.3,4.8,9.3,,bowiesa01,C,4.0,28.0,0.3,0.5,3.3,7.8,2.0,2.8,4.8,0.8,0.8,1.3,0.5,0.419,0.439
1992-93,31.0,NJN,NBA,3.0,1.3,3.0,0.444,0.7,0.7,1.0,0.7,3.0,3.3,,bowiesa01,C,3.0,23.7,0.0,0.0,1.3,3.0,0.7,3.3,4.0,2.0,0.3,1.3,,0.444,0.444
,,,,,,,,,,,,,,,bowiesa01,,,,,,,,,,,,,,,,
1994-95,33.0,LAL,NBA,10.0,0.8,3.0,0.267,0.5,0.5,1.0,0.3,2.5,2.1,,bowiesa01,C,0.0,13.5,0.0,0.0,0.8,3.0,1.3,2.0,3.3,0.1,0.9,0.6,,0.267,0.267
1983-84,22.0,DEN,NBA,5.0,1.4,4.4,0.318,0.0,0.0,,1.0,0.6,3.0,,carteho01,SG,,12.0,0.2,1.0,1.2,3.4,0.2,0.8,1.0,0.8,0.2,1.0,0.2,0.353,0.341
1949-50,24.0,FTW,NBA,2.0,1.0,5.0,0.2,2.5,2.5,1.0,1.5,4.0,4.5,,kluehdu01,,,,,,,,,,,,,,,,
1950-51,25.0,FTW,NBA,2.0,0.5,3.0,0.167,0.0,0.0,,1.5,1.5,1.0,,kluehdu01,,,,,,,,,,1.5,,,,,,
1972-73,28.0,SDA,ABA,4.0,8.0,20.5,0.39,1.3,1.8,0.714,2.0,2.5,18.3,,johnsst01,PF,,37.8,1.0,3.3,7.0,17.3,1.5,4.8,6.3,,,1.5,0.308,0.406,0.415
1973-74,29.0,SDA,ABA,6.0,7.0,19.0,0.368,0.7,1.0,0.667,2.2,2.3,15.5,,johnsst01,PF,,35.5,0.8,2.0,6.2,17.0,2.5,4.5,7.0,0.8,0.3,1.3,0.417,0.363,0.39
1974-75,30.0,MMS,ABA,5.0,5.8,13.6,0.426,2.2,2.4,0.917,2.4,1.6,14.4,,johnsst01,PF,,41.0,0.6,1.0,5.2,12.6,1.0,4.2,5.2,2.2,1.0,1.8,0.6,0.413,0.449
1946-47,23.0,CLR,BAA,3.0,4.7,13.3,0.35,1.7,2.3,0.714,1.0,3.3,11.0,,nostrge01,,,,,,,,,,,,,,,,
2014-15,24.0,MEM,NBA,5.0,0.0,0.4,0.0,0.4,0.4,1.0,0.0,0.2,0.4,,greenja01,PF,0.0,1.6,0.0,0.2,0.0,0.2,0.0,0.6,0.6,0.2,0.2,0.0,0.0,0.0,0.0
2015-16,25.0,MEM,NBA,4.0,3.0,5.5,0.545,0.8,1.5,0.5,0.8,3.0,6.8,,greenja01,PF,0.0,18.0,0.0,0.3,3.0,5.3,1.3,2.5,3.8,0.8,1.3,1.0,0.0,0.571,0.545
2016-17,26.0,MEM,NBA,6.0,2.8,6.0,0.472,0.5,0.5,1.0,0.3,3.5,7.3,,greenja01,PF,2.0,19.7,1.2,2.7,1.7,3.3,0.5,2.8,3.3,0.0,0.0,0.7,0.438,0.5,0.569
,,,,,,,,,,,,,,,greenja01,,,,,,,,,,,,,,,,
2018-19,28.0,LAC,NBA,6.0,3.8,7.2,0.535,1.3,1.7,0.8,0.8,3.7,11.0,,greenja01,PF,3.0,23.5,2.0,3.8,1.8,3.3,1.0,4.3,5.3,0.7,0.0,1.8,0.522,0.55,0.674
2019-20,29.0,LAC,NBA,13.0,2.4,4.2,0.564,0.5,0.7,0.778,0.5,2.2,6.1,,greenja01,PF,0.0,17.1,0.8,1.8,1.6,2.5,1.0,2.8,3.8,0.2,0.2,0.4,0.435,0.656,0.655
2020-21,30.0,DEN,NBA,10.0,2.0,4.5,0.444,0.8,0.9,0.889,1.1,1.2,5.4,,greenja01,PF,0.0,19.0,0.6,2.0,1.4,2.5,1.7,3.5,5.2,0.2,0.2,0.3,0.3,0.56,0.511
2021-22,31.0,DEN,NBA,5.0,1.2,3.2,0.375,1.4,1.4,1.0,0.4,2.4,4.0,,greenja01,PF,0.0,13.8,0.2,1.0,1.0,2.2,0.6,1.8,2.4,0.0,0.2,0.4,0.2,0.455,0.406
2022-23,32.0,GSW,NBA,7.0,1.3,3.3,0.391,0.0,0.0,,0.4,1.4,3.3,,greenja01,PF,2.0,7.0,0.7,2.6,0.6,0.7,0.0,0.7,0.7,0.0,0.1,0.3,0.278,0.8,0.5
1969-70,23.0,CAR,ABA,4.0,2.8,8.3,0.333,3.3,4.3,0.765,3.3,0.8,9.3,,millela01,SG,,19.8,0.5,1.0,2.3,7.3,,,2.5,,,,0.5,0.31,0.364
,,,,,,,,,,,,,,,millela01,,,,,,,,,,,,,,,,
1972-73,26.0,SDA,ABA,4.0,2.3,7.0,0.321,1.5,1.5,1.0,1.5,0.8,6.0,,millela01,SG,,17.8,0.0,0.3,2.3,6.8,2.0,0.5,2.5,,,1.8,0.0,0.333,0.321
1973-74,27.0,VIR,ABA,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,millela01,SG,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-07,22.0,DAL,NBA,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,bareajo01,PG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-08,23.0,DAL,NBA,1.0,3.0,4.0,0.75,0.0,0.0,,1.0,1.0,8.0,,bareajo01,PG,0.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0
2008-09,24.0,DAL,NBA,10.0,3.1,7.1,0.437,0.9,1.3,0.692,3.4,1.3,7.6,,bareajo01,SG,4.0,22.1,0.5,1.6,2.6,5.5,0.3,1.7,2.0,0.3,0.0,0.6,0.313,0.473,0.472
2009-10,25.0,DAL,NBA,6.0,2.5,6.2,0.405,0.2,0.5,0.333,2.5,2.2,5.8,,bareajo01,PG,0.0,17.5,0.7,1.7,1.8,4.5,0.7,1.3,2.0,0.3,0.2,1.7,0.4,0.407,0.459
2010-11,26.0,DAL,NBA,21.0,3.4,8.2,0.419,1.3,1.6,0.794,3.4,1.3,8.9,,bareajo01,PG,3.0,18.6,0.8,2.4,2.7,5.8,0.4,1.5,1.9,0.3,0.0,1.1,0.32,0.459,0.465
,,,,,,,,,,,,,,,bareajo01,,,,,,,,,,,,,,,,
2014-15,30.0,DAL,NBA,5.0,5.0,11.4,0.439,1.0,1.2,0.833,7.4,3.4,11.8,,bareajo01,PG,2.0,30.8,0.8,3.2,4.2,8.2,1.0,3.8,4.8,0.8,0.0,2.8,0.25,0.512,0.474
2015-16,31.0,DAL,NBA,4.0,2.8,8.5,0.324,0.5,0.5,1.0,5.0,2.0,6.3,,bareajo01,PG,2.0,25.0,0.3,2.0,2.5,6.5,0.0,1.5,1.5,0.0,0.0,2.8,0.125,0.385,0.338
,,,,,,,,,,,,,,,bareajo01,,,,,,,,,,,,,,,,
2019-20,35.0,DAL,NBA,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,,bareajo01,PG,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
2020-21,28.0,MIL,NBA,4.0,0.5,1.0,0.5,0.0,0.0,,0.0,0.0,1.3,,toupaax01,SF,0.0,2.5,0.3,0.5,0.3,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.625
1969-70,24.0,CAR,ABA,4.0,12.0,25.5,0.471,2.0,2.8,0.727,2.5,3.5,27.0,,vergabo01,SG,,39.0,1.0,4.0,11.0,21.5,,,2.8,,,,0.25,0.512,0.49
1993-94,23.0,GSW,NBA,3.0,8.7,20.0,0.433,2.7,4.0,0.667,7.0,5.0,22.7,,sprewla01,SG,3.0,40.7,2.7,7.7,6.0,12.3,0.3,2.7,3.0,0.7,1.0,3.0,0.348,0.486,0.5
,,,,,,,,,,,,,,,sprewla01,,,,,,,,,,,,,,,,
1998-99,28.0,NYK,NBA,20.0,7.3,17.3,0.419,5.7,6.7,0.85,2.2,2.0,20.4,,sprewla01,SF,8.0,37.2,0.2,1.3,7.1,16.1,1.2,3.6,4.8,1.0,0.3,2.9,0.16,0.439,0.425
1999-00,29.0,NYK,NBA,16.0,6.9,16.6,0.414,4.3,5.5,0.784,3.6,1.8,18.7,,sprewla01,SF,16.0,43.8,0.6,1.9,6.3,14.8,0.8,3.6,4.4,1.1,0.3,2.3,0.333,0.424,0.432
2000-01,30.0,NYK,NBA,5.0,7.0,17.2,0.407,3.8,5.0,0.76,3.4,3.4,18.4,,sprewla01,SF,5.0,42.4,0.6,2.8,6.4,14.4,0.6,2.4,3.0,1.0,0.2,4.0,0.214,0.444,0.424
,,,,,,,,,,,,,,,sprewla01,,,,,,,,,,,,,,,,
2003-04,33.0,MIN,NBA,18.0,7.2,17.2,0.421,3.3,4.3,0.779,4.0,1.9,19.8,,sprewla01,SF,18.0,42.8,2.1,5.3,5.2,11.8,0.6,3.8,4.4,1.6,0.7,2.6,0.385,0.437,0.481
2001-02,23.0,PHI,NBA,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,jonesal01,C,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,,,
2011-12,25.0,NYK,NBA,1.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,2.0,,jordaje01,C,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.5,0.5
,,,,,,,,,,,,,,,jordaje01,,,,,,,,,,,,,,,,
2014-15,28.0,BRK,NBA,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,jordaje01,C,0.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,,0.0,0.0
2020-21,20.0,POR,NBA,3.0,0.3,1.3,0.25,0.7,1.3,0.5,0.0,0.0,1.7,,littlna01,PF,0.0,3.0,0.3,1.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.25,,0.375
,,,,,,,,,,,,,,,littlna01,,,,,,,,,,,,,,,,
2023-24,23.0,PHO,NBA,4.0,0.8,1.3,0.6,0.0,0.0,,0.0,0.5,1.8,,littlna01,SF,0.0,3.5,0.3,0.8,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.333,1.0,0.7
1962-63,22.0,LAL,NBA,13.0,2.1,4.1,0.509,2.1,2.5,0.818,1.0,2.7,6.2,,ellisle01,C,,23.2,,,,,,,6.5,,,,,,
1963-64,23.0,LAL,NBA,5.0,1.6,5.4,0.296,2.2,3.0,0.733,0.8,2.2,5.4,,ellisle01,C,,28.8,,,,,,,10.0,,,,,,
1964-65,24.0,LAL,NBA,11.0,5.2,13.2,0.393,4.0,5.9,0.677,0.6,3.4,14.4,,ellisle01,C,,36.8,,,,,,,12.1,,,,,,
1965-66,25.0,LAL,NBA,14.0,4.0,9.9,0.406,1.8,2.8,0.641,0.6,3.7,9.8,,ellisle01,C,,30.4,,,,,,,9.5,,,,,,
,,,,,,,,,,,,,,,ellisle01,,,,,,,,,,,,,,,,
1968-69,28.0,BAL,NBA,4.0,2.0,4.0,0.5,0.8,1.3,0.6,0.5,2.0,4.8,,ellisle01,C,,16.8,,,,,,,4.5,,,,,,
1969-70,29.0,BAL,NBA,3.0,0.0,1.3,0.0,0.7,0.7,1.0,0.0,0.0,0.7,,ellisle01,C,,2.7,,,,,,,1.0,,,,,,
,,,,,,,,,,,,,,,ellisle01,,,,,,,,,,,,,,,,
1971-72,31.0,LAL,NBA,13.0,1.5,3.2,0.463,0.1,0.3,0.25,0.8,0.7,3.0,,ellisle01,C,,10.3,,,,,,,3.2,,,,,,
,,,,,,,,,,,,,,,ellisle01,,,,,,,,,,,,,,,,
1975-76,35.0,PHI,NBA,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,ellisle01,C,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,
2017-18,21.0,CLE,NBA,8.0,0.6,1.3,0.5,0.4,0.8,0.5,0.1,0.3,1.6,,zizican01,C,0.0,2.9,0.0,0.0,0.6,1.3,0.1,0.6,0.8,0.0,0.1,0.3,,0.5,0.5
2022-23,21.0,CLE,NBA,5.0,4.4,9.6,0.458,1.0,1.6,0.625,2.0,2.6,9.8,,mobleev01,PF,5.0,37.6,0.0,0.2,4.4,9.4,3.0,7.0,10.0,0.6,1.2,2.4,0.0,0.468,0.458
2023-24,22.0,CLE,NBA,12.0,6.8,12.2,0.555,2.1,3.0,0.694,2.3,2.8,16.0,,mobleev01,PF,12.0,35.2,0.4,1.5,6.3,10.7,2.5,6.8,9.3,0.8,2.2,1.8,0.278,0.594,0.572
2024-25,23.0,CLE,NBA,8.0,6.4,10.9,0.586,2.6,3.1,0.84,1.6,1.3,17.1,,mobleev01,PF,8.0,32.1,1.8,3.9,4.6,7.0,2.6,5.5,8.1,1.1,1.0,1.4,0.452,0.661,0.667
1985-86,27.0,LAL,NBA,12.0,1.3,2.3,0.593,0.8,1.3,0.667,0.3,1.9,3.5,,gudmupe01,C,0.0,9.3,0.0,0.2,1.3,2.1,0.7,1.5,2.2,0.3,0.3,0.8,0.0,0.64,0.593
,,,,,,,,,,,,,,,gudmupe01,,,,,,,,,,,,,,,,
1987-88,29.0,SAS,NBA,2.0,0.0,1.0,0.0,0.0,0.0,,0.5,0.0,0.0,,gudmupe01,C,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,,0.0,0.0
1989-90,23.0,PHI,NBA,3.0,0.7,1.7,0.4,0.7,0.7,1.0,0.0,1.0,2.0,,payneke01,SF,0.0,3.3,0.0,0.7,0.7,1.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.667,0.4
2008-09,28.0,CHI,NBA,3.0,0.3,0.7,0.5,0.7,0.7,1.0,0.3,0.3,1.3,,johnsli01,PF,0.0,3.3,0.0,0.0,0.3,0.7,0.7,0.7,1.3,0.0,0.0,0.0,,0.5,0.5
1980-81,23.0,CHI,NBA,6.0,8.5,14.5,0.586,0.8,2.0,0.417,1.8,4.3,17.8,,greenda01,PF,,35.3,0.0,0.3,8.5,14.2,2.7,4.7,7.3,1.5,0.8,1.5,0.0,0.6,0.586
,,,,,,,,,,,,,,,greenda01,,,,,,,,,,,,,,,,
1984-85,27.0,CHI,NBA,4.0,3.8,7.0,0.536,2.0,2.5,0.8,1.3,3.5,9.5,,greenda01,PF,4.0,34.8,0.0,0.0,3.8,7.0,2.5,5.3,7.8,1.5,1.0,1.8,,0.536,0.536
1985-86,28.0,SAS,NBA,3.0,4.0,7.7,0.522,2.0,2.7,0.75,1.0,4.0,10.0,,greenda01,PF,3.0,33.7,0.0,0.0,4.0,7.7,0.3,5.7,6.0,1.0,0.3,0.3,,0.522,0.522
,,,,,,,,,,,,,,,greenda01,,,,,,,,,,,,,,,,
1988-89,31.0,DEN,NBA,3.0,0.7,2.0,0.333,0.3,0.7,0.5,0.3,2.3,1.7,,greenda01,PF,0.0,11.3,0.0,0.0,0.7,2.0,0.7,3.0,3.7,0.3,0.3,2.0,,0.333,0.333
1989-90,32.0,DET,NBA,5.0,0.4,0.8,0.5,0.2,0.8,0.25,0.0,2.2,1.0,,greenda01,PF,0.0,9.4,0.0,0.0,0.4,0.8,0.4,1.4,1.8,0.4,0.0,0.4,,0.5,0.5
1990-91,33.0,SAS,NBA,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,0.0,2.0,,greenda01,PF,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,,1.0,1.0
1966-67,22.0,STL,NBA,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,snydedi01,SG,,2.0,,,,,,,0.0,,,,,,
1967-68,23.0,STL,NBA,4.0,2.5,5.5,0.455,1.0,1.3,0.8,1.0,1.5,6.0,,snydedi01,SG,,15.5,,,,,,,1.3,,,,,,
,,,,,,,,,,,,,,,snydedi01,,,,,,,,,,,,,,,,
1975-76,31.0,CLE,NBA,13.0,5.3,11.8,0.451,1.4,1.7,0.818,2.4,2.7,12.0,,snydedi01,SG,,28.0,,,,,0.8,1.5,2.2,0.8,0.5,,,,
1976-77,32.0,CLE,NBA,3.0,2.7,9.0,0.296,0.7,1.7,0.4,1.3,2.0,6.0,,snydedi01,SG,,17.7,,,,,0.7,1.0,1.7,0.3,0.7,,,,
1977-78,33.0,CLE,NBA,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,snydedi01,SG,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,
1978-79,34.0,SEA,NBA,9.0,1.1,3.4,0.323,0.7,1.0,0.667,1.1,0.9,2.9,,snydedi01,SG,,9.8,,,,,0.2,1.0,1.2,0.4,0.3,0.8,,,
1993-94,22.0,DEN,NBA,12.0,1.6,4.1,0.388,1.4,2.3,0.63,1.3,2.1,5.1,,rogerro01,SF,0.0,15.8,0.5,1.6,1.1,2.5,0.7,1.1,1.8,0.6,0.5,0.7,0.316,0.433,0.449
1994-95,23.0,DEN,NBA,3.0,4.0,7.3,0.545,0.3,1.3,0.25,1.7,4.3,8.7,,rogerro01,PF,3.0,25.3,0.3,1.3,3.7,6.0,0.3,3.7,4.0,1.0,1.3,1.7,0.25,0.611,0.568
,,,,,,,,,,,,,,,rogerro01,,,,,,,,,,,,,,,,
1996-97,25.0,LAC,NBA,3.0,4.0,9.7,0.414,2.0,2.7,0.75,2.0,4.3,10.7,,rogerro01,SF,3.0,28.3,0.7,3.3,3.3,6.3,1.0,1.3,2.3,1.3,1.0,2.3,0.2,0.526,0.448
,,,,,,,,,,,,,,,rogerro01,,,,,,,,,,,,,,,,
1999-00,28.0,PHO,NBA,9.0,5.3,12.8,0.417,2.6,3.4,0.742,1.6,3.4,14.1,,rogerro01,PF,0.0,29.2,0.9,4.0,4.4,8.8,1.8,5.0,6.8,1.1,1.1,1.7,0.222,0.506,0.452
2000-01,29.0,PHO,NBA,4.0,3.0,10.0,0.3,2.3,3.5,0.643,0.5,4.0,8.8,,rogerro01,SF,0.0,20.5,0.5,2.5,2.5,7.5,0.8,2.8,3.5,0.5,0.8,1.3,0.2,0.333,0.325
2001-02,30.0,BOS,NBA,16.0,2.9,6.8,0.426,1.9,2.2,0.886,2.1,2.6,8.9,,rogerro01,SF,0.0,24.6,1.2,3.3,1.7,3.5,1.8,3.8,5.5,1.0,0.4,1.4,0.365,0.482,0.514
2002-03,31.0,NJN,NBA,20.0,2.3,6.1,0.372,1.4,1.9,0.711,1.4,2.6,6.7,,rogerro01,PF,0.0,17.5,0.9,2.1,1.4,4.0,1.1,1.7,2.8,0.3,0.2,1.3,0.405,0.354,0.442
2003-04,32.0,NJN,NBA,11.0,2.1,6.5,0.319,1.5,1.8,0.8,1.1,2.8,6.1,,rogerro01,PF,0.0,20.7,0.5,2.0,1.6,4.5,0.8,4.2,5.0,0.5,0.3,1.5,0.227,0.36,0.354
2004-05,33.0,PHI,NBA,4.0,1.5,3.3,0.462,1.3,1.8,0.714,0.3,1.0,5.0,,rogerro01,PF,0.0,12.3,0.8,2.0,0.8,1.3,0.0,1.0,1.0,0.0,0.5,0.3,0.375,0.6,0.577
2023-24,23.0,NOP,NBA,1.0,1.0,2.0,0.5,0.0,2.0,0.0,1.0,0.0,2.0,,robinje02,PF,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.5,0.5
2004-05,24.0,DET,NBA,14.0,0.1,0.5,0.286,0.0,0.0,,0.0,0.4,0.3,,duprero01,SF,0.0,2.7,0.0,0.0,0.1,0.5,0.1,0.3,0.4,0.0,0.0,0.1,,0.286,0.286
2015-16,29.0,DAL,NBA,4.0,1.8,2.5,0.7,1.3,3.0,0.417,0.3,2.8,4.8,,mejrisa01,C,1.0,19.0,0.0,0.0,1.8,2.5,1.3,2.0,3.3,0.8,1.3,0.0,,0.7,0.7
2006-07,23.0,DET,NBA,14.0,1.6,2.4,0.667,0.9,1.6,0.522,0.1,1.5,4.0,,maxieja01,C,0.0,10.4,0.0,0.1,1.6,2.3,0.8,1.6,2.4,0.3,0.6,0.5,0.0,0.688,0.667
2007-08,24.0,DET,NBA,17.0,2.4,3.8,0.625,0.9,1.9,0.469,0.9,2.8,5.6,,maxieja01,C,6.0,21.8,0.0,0.0,2.4,3.8,1.2,2.8,4.0,0.9,1.3,0.6,,0.625,0.625
2008-09,25.0,DET,NBA,4.0,1.3,2.5,0.5,1.3,2.3,0.556,0.5,1.3,3.8,,maxieja01,C,0.0,16.0,0.0,0.0,1.3,2.5,1.8,1.5,3.3,0.3,0.3,0.3,,0.5,0.5
1972-73,23.0,DNR,ABA,4.0,0.5,2.3,0.222,0.3,0.3,1.0,0.5,1.3,1.3,,terrycl01,SG,,9.0,0.0,0.5,0.5,1.8,0.3,0.5,0.8,,,1.0,0.0,0.286,0.222
,,,,,,,,,,,,,,,terrycl01,,,,,,,,,,,,,,,,
1974-75,25.0,DNA,ABA,12.0,1.9,4.8,0.397,0.3,0.4,0.6,1.1,1.5,4.2,,terrycl01,SF,,11.3,0.1,0.8,1.8,4.0,0.4,0.7,1.1,0.1,0.1,0.3,0.1,0.458,0.405
1975-76,26.0,DNA,ABA,12.0,1.5,4.2,0.36,1.1,1.4,0.765,1.4,1.3,4.1,,terrycl01,SG,,13.3,0.0,0.6,1.5,3.6,0.3,1.4,1.8,0.6,0.1,1.3,0.0,0.419,0.36
1983-84,25.0,UTA,NBA,11.0,7.4,16.6,0.443,3.0,4.4,0.688,3.7,2.2,19.2,,griffda01,SG,,37.9,1.5,4.1,5.9,12.5,1.5,4.5,5.9,1.7,0.2,2.8,0.356,0.471,0.486
1984-85,26.0,UTA,NBA,10.0,7.2,15.8,0.456,1.8,2.5,0.72,2.5,2.1,17.5,,griffda01,SG,10.0,34.0,1.3,3.6,5.9,12.2,0.6,2.3,2.9,1.2,0.5,2.5,0.361,0.484,0.497
,,,,,,,,,,,,,,,griffda01,,,,,,,,,,,,,,,,
1986-87,28.0,UTA,NBA,5.0,4.8,13.0,0.369,2.8,3.8,0.737,1.6,1.0,13.6,,griffda01,SG,0.0,20.8,1.2,3.0,3.6,10.0,1.0,1.4,2.4,1.2,0.4,2.4,0.4,0.36,0.415
,,,,,,,,,,,,,,,griffda01,,,,,,,,,,,,,,,,
1988-89,30.0,UTA,NBA,3.0,6.7,16.3,0.408,0.0,0.0,,0.0,2.3,15.3,,griffda01,SG,0.0,23.7,2.0,6.3,4.7,10.0,1.0,3.0,4.0,1.3,0.3,1.7,0.316,0.467,0.469
1989-90,31.0,UTA,NBA,5.0,3.8,8.4,0.452,0.8,1.0,0.8,0.6,0.6,9.4,,griffda01,SG,0.0,19.4,1.0,1.8,2.8,6.6,1.2,3.0,4.2,1.2,0.2,0.6,0.556,0.424,0.512
1990-91,32.0,UTA,NBA,3.0,1.7,2.3,0.714,0.0,0.0,,0.0,0.0,3.3,,griffda01,SG,0.0,3.0,0.0,0.0,1.7,2.3,0.3,0.3,0.7,0.0,0.0,0.3,,0.714,0.714
1947-48,23.0,BOS,BAA,3.0,3.3,14.0,0.238,3.0,4.7,0.643,0.3,4.0,9.7,,mariasa01,,,,,,,,,,,,,,,,
1974-75,22.0,BOS,NBA,6.0,0.3,2.0,0.167,0.2,0.5,0.333,0.3,0.7,0.8,,mcdongl01,SF,,5.0,,,,,0.2,0.8,1.0,0.2,0.0,,,,
1975-76,23.0,BOS,NBA,13.0,0.6,2.0,0.308,0.4,0.5,0.833,0.3,0.9,1.6,,mcdongl01,SF,,5.2,,,,,0.1,0.5,0.6,0.1,0.0,,,,
2002-03,25.0,SAS,NBA,24.0,3.0,7.7,0.386,2.3,3.1,0.757,2.9,2.6,9.4,,ginobma01,SG,0.0,27.5,1.2,3.0,1.8,4.6,1.2,2.6,3.8,1.7,0.4,1.5,0.384,0.387,0.462
2003-04,26.0,SAS,NBA,10.0,4.2,9.4,0.447,3.6,4.4,0.818,3.1,3.0,13.0,,ginobma01,SG,0.0,28.0,1.0,3.5,3.2,5.9,1.5,3.8,5.3,1.7,0.1,2.1,0.286,0.542,0.5
2004-05,27.0,SAS,NBA,23.0,6.3,12.4,0.507,6.4,8.0,0.795,4.2,3.0,20.8,,ginobma01,SG,15.0,33.6,1.8,4.2,4.5,8.3,0.8,5.0,5.8,1.2,0.3,2.9,0.438,0.542,0.58
2005-06,28.0,SAS,NBA,13.0,5.8,12.1,0.484,5.6,6.7,0.839,3.0,3.3,18.4,,ginobma01,SG,11.0,32.8,1.1,3.2,4.8,8.8,0.7,3.8,4.5,1.5,0.5,2.5,0.333,0.539,0.529
2006-07,29.0,SAS,NBA,20.0,5.0,12.4,0.401,4.9,5.8,0.836,3.7,3.1,16.7,,ginobma01,SG,0.0,30.1,1.9,5.0,3.1,7.4,0.8,4.7,5.5,1.7,0.2,2.1,0.384,0.412,0.478
2007-08,30.0,SAS,NBA,17.0,5.8,13.6,0.422,4.1,4.5,0.896,3.9,2.8,17.8,,ginobma01,SG,6.0,32.9,2.2,6.0,3.5,7.6,0.8,2.9,3.8,0.6,0.3,2.8,0.373,0.462,0.504
,,,,,,,,,,,,,,,ginobma01,,,,,,,,,,,,,,,,
