Date,Team,Unnamed: 3,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,player_id
2025-05-10,BOS,@,NYK,"W, 115-93",*,40,8,20,0.4,5,9,0.556,1,1,1.0,1,8,9,7,2,0,3,4,22,16.6,23.0,tatumja01
2025-05-07,BOS,,NYK,"L, 90-91",*,42,5,19,0.263,1,5,0.2,2,2,1.0,1,13,14,5,3,1,3,2,13,9.7,3.0,tatumja01
2025-05-05,BOS,,NYK,"L, 105-108 (OT)",*,44,7,23,0.304,4,15,0.267,5,7,0.714,0,16,16,6,2,1,5,2,23,14.8,-5.0,tatumja01
2025-04-29,BOS,,ORL,"W, 120-89",*,34,10,16,0.625,4,5,0.8,11,11,1.0,0,8,8,10,1,0,2,2,35,35.4,34.0,tatumja01
2025-04-13,SAS,,TOR,"W, 125-118",*,34,5,13,0.385,2,6,0.333,3,4,0.75,1,6,7,6,4,0,1,2,15,16.4,6.0,paulch01
2025-04-11,SAS,@,PHO,"L, 98-117",*,14,0,3,0.0,0,2,0.0,0,0,,0,0,0,1,0,2,1,1,0,-1.4,-8.0,paulch01
2025-04-09,SAS,@,GSW,"W, 114-111",*,29,4,6,0.667,3,5,0.6,1,1,1.0,1,4,5,4,1,0,3,3,12,10.9,-9.0,paulch01
2025-04-08,SAS,@,LAC,"L, 117-122",*,25,4,10,0.4,1,4,0.25,0,0,,0,2,2,3,0,0,3,2,9,2.5,-12.0,paulch01
2025-04-06,SAS,@,POR,"L, 109-120",*,29,3,6,0.5,0,2,0.0,2,3,0.667,0,3,3,9,1,0,2,5,8,8.8,-4.0,paulch01
2025-05-16,BOS,@,NYK,"L, 81-119",,28,5,10,0.5,1,4,0.25,0,0,,0,2,2,4,0,0,0,2,11,8.6,-17.0,pritcpa01
2025-05-14,BOS,,NYK,"W, 127-102",,39,6,17,0.353,5,14,0.357,0,0,,3,2,5,3,1,0,0,0,17,13.3,24.0,pritcpa01
2025-05-12,BOS,@,NYK,"L, 113-121",,20,4,10,0.4,2,7,0.286,2,2,1.0,0,0,0,0,1,0,1,0,12,6.6,2.0,pritcpa01
2025-05-10,BOS,@,NYK,"W, 115-93",,35,8,16,0.5,5,10,0.5,2,2,1.0,2,2,4,2,1,0,0,3,23,18.2,8.0,pritcpa01
2025-05-07,BOS,,NYK,"L, 90-91",,22,3,9,0.333,3,9,0.333,0,0,,1,2,3,1,0,0,1,0,9,4.9,1.0,pritcpa01
2025-04-13,TOR,@,SAS,"L, 118-125",*,37,15,23,0.652,2,2,1.0,3,4,0.75,3,8,11,8,0,0,4,0,35,30.6,-9.0,barnesc01
2025-04-11,TOR,@,DAL,"L, 102-124",*,31,12,25,0.48,0,3,0.0,2,8,0.25,2,7,9,3,1,1,3,2,26,14.4,-10.0,barnesc01
2025-04-09,TOR,,CHO,"W, 126-96",*,20,7,15,0.467,3,5,0.6,0,0,,3,8,11,5,0,1,1,0,17,17.0,10.0,barnesc01
2025-04-03,TOR,,POR,"L, 103-112",*,27,2,8,0.25,0,2,0.0,1,1,1.0,0,2,2,5,1,0,2,1,5,2.9,-4.0,barnesc01
2025-04-01,TOR,@,CHI,"L, 118-137",*,24,4,14,0.286,1,5,0.2,0,0,,1,3,4,4,2,0,2,2,9,4.4,-6.0,barnesc01
2025-05-31,IND,,NYK,"W, 125-108",*,37,9,17,0.529,2,5,0.4,1,1,1.0,0,6,6,13,3,1,4,2,21,22.5,24.0,halibty01
2025-05-29,IND,@,NYK,"L, 94-111",*,32,2,7,0.286,0,2,0.0,4,5,0.8,0,2,2,6,2,1,0,1,8,10.6,-23.0,halibty01
2025-05-27,IND,,NYK,"W, 130-121",*,38,11,23,0.478,5,12,0.417,5,6,0.833,0,12,12,15,4,0,0,4,32,36.4,16.0,halibty01
2025-05-25,IND,,NYK,"L, 100-106",*,37,7,15,0.467,2,8,0.25,4,4,1.0,0,4,4,7,3,0,3,2,20,17.6,-1.0,halibty01
2025-05-23,IND,@,NYK,"W, 114-109",*,35,5,16,0.313,3,10,0.3,1,2,0.5,2,6,8,11,2,0,1,2,14,15.5,-2.0,halibty01
2025-05-28,OKC,,MIN,"W, 124-94",*,17,4,5,0.8,0,0,,0,0,,1,4,5,0,2,2,1,1,8,10.0,11.0,harteis01
2025-05-26,OKC,@,MIN,"W, 128-126",*,16,1,1,1.0,0,0,,0,0,,4,2,6,2,1,0,1,2,2,5.7,1.0,harteis01
2025-05-24,OKC,@,MIN,"L, 101-143",*,19,3,6,0.5,0,0,,0,1,0.0,0,6,6,0,0,1,0,0,6,5.1,-31.0,harteis01
2025-05-22,OKC,,MIN,"W, 118-103",*,27,3,5,0.6,0,0,,0,0,,2,6,8,2,0,1,1,4,6,6.4,2.0,harteis01
2025-05-20,OKC,,MIN,"W, 114-88",*,20,6,8,0.75,0,0,,0,0,,1,4,5,0,1,0,3,4,12,7.1,1.0,harteis01
2025-04-13,SAC,,PHO,"W, 109-98",*,29,4,8,0.5,1,5,0.2,0,0,,0,2,2,3,1,2,0,2,9,9.3,9.0,elliske01
2025-04-11,SAC,,LAC,"L, 100-101",*,32,1,2,0.5,1,2,0.5,2,2,1.0,1,0,1,1,0,1,2,3,5,2.9,-8.0,elliske01
2025-04-09,SAC,,DEN,"L, 116-124",*,32,7,12,0.583,6,11,0.545,0,0,,0,6,6,2,1,2,1,3,20,17.8,-13.0,elliske01
2025-04-07,SAC,@,DET,"W, 127-117",*,37,1,2,0.5,0,1,0.0,0,0,,2,4,6,0,3,0,0,3,2,5.4,9.0,elliske01
2025-04-06,SAC,@,CLE,"W, 120-113",*,40,4,7,0.571,3,6,0.5,0,0,,1,2,3,3,4,2,0,2,11,15.7,2.0,elliske01
2025-05-13,CLE,,IND,"L, 105-114",,11,3,5,0.6,2,3,0.667,0,0,,0,0,0,2,1,0,0,3,8,6.9,1.0,jeromty01
2025-05-11,CLE,@,IND,"L, 109-129",,18,2,3,0.667,1,1,1.0,2,2,1.0,0,2,2,0,0,0,3,2,7,2.5,-4.0,jeromty01
2025-05-09,CLE,@,IND,"W, 126-104",,13,1,8,0.125,0,4,0.0,0,0,,0,1,1,0,0,0,3,2,2,-6.7,-15.0,jeromty01
2025-05-06,CLE,,IND,"L, 119-120",*,28,1,14,0.071,0,4,0.0,0,0,,1,1,2,3,0,0,2,4,2,-7.9,-5.0,jeromty01
2025-05-04,CLE,,IND,"L, 112-121",,29,8,20,0.4,1,4,0.25,4,5,0.8,2,1,3,8,1,0,1,1,21,16.7,10.0,jeromty01
2025-04-13,PHO,@,SAC,"L, 98-109",,21,3,7,0.429,2,4,0.5,0,0,,1,2,3,2,0,0,0,2,8,6.2,-14.0,morrimo01
2025-04-08,PHO,,GSW,"L, 95-133",,7,3,3,1.0,1,1,1.0,0,0,,0,2,2,2,0,0,2,0,7,6.1,-2.0,morrimo01
2025-03-30,PHO,,HOU,"L, 109-148",,10,4,6,0.667,2,2,1.0,0,0,,0,2,2,2,1,0,1,0,10,9.4,-4.0,morrimo01
2025-03-26,PHO,,BOS,"L, 102-132",,6,0,3,0.0,0,2,0.0,2,2,1.0,1,1,2,1,1,0,1,0,2,1.6,3.0,morrimo01
2025-03-17,PHO,,TOR,"W, 129-89",,6,4,5,0.8,4,4,1.0,0,0,,0,1,1,0,1,0,0,0,12,11.4,8.0,morrimo01
2025-05-12,GSW,,MIN,"L, 110-117",,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3.0,keybr01
2025-05-08,GSW,@,MIN,"L, 93-117",,4,1,1,1.0,0,0,,0,0,,0,2,2,1,0,0,1,0,2,2.0,-3.0,keybr01
2025-05-02,GSW,,HOU,"L, 107-115",,2,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0.6,7.0,keybr01
2025-04-30,GSW,@,HOU,"L, 116-131",,12,0,7,0.0,0,1,0.0,0,0,,5,2,7,0,1,0,2,3,0,-3.0,12.0,keybr01
2025-04-23,GSW,@,HOU,"L, 94-109",,4,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,0,0,1.4,2.0,keybr01
2025-05-18,DEN,@,OKC,"L, 93-125",,10,0,2,0.0,0,2,0.0,0,0,,0,2,2,0,0,0,0,1,0,-1.2,0.0,nnajize01
2025-05-09,DEN,,OKC,"W, 113-104 (OT)",,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-7.0,nnajize01
2025-05-07,DEN,@,OKC,"L, 106-149",,13,1,4,0.25,1,2,0.5,1,2,0.5,1,2,3,2,0,1,1,3,4,2.4,-2.0,nnajize01
2025-05-03,DEN,,LAC,"W, 120-101",,2,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,2.0,nnajize01
2025-04-29,DEN,,LAC,"W, 131-115",,2,0,0,,0,0,,2,3,0.667,0,0,0,0,0,1,0,0,2,2.3,-4.0,nnajize01
2025-02-09,PHI,@,MIL,"L, 127-135",,9,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-12.0,gordoer01
2025-02-07,PHI,@,DET,"L, 112-125",,10,0,4,0.0,0,3,0.0,0,0,,0,3,3,2,0,0,3,1,0,-3.9,-11.0,gordoer01
2025-02-05,PHI,,MIA,"L, 101-108",,26,2,9,0.222,1,5,0.2,0,0,,2,1,3,5,1,1,0,1,5,6.0,10.0,gordoer01
2025-01-31,PHI,,DEN,"L, 134-137",*,29,4,4,1.0,3,3,1.0,0,0,,0,0,0,2,2,0,1,1,11,11.8,-2.0,gordoer01
2025-01-29,PHI,,SAC,"W, 117-104",*,22,5,8,0.625,3,4,0.75,1,2,0.5,0,1,1,2,2,0,1,0,14,12.7,-9.0,gordoer01
2025-04-26,MEM,,OKC,"L, 115-117",*,35,3,12,0.25,0,2,0.0,6,6,1.0,1,3,4,2,2,1,5,5,12,3.5,9.0,jacksja02
2025-04-24,MEM,,OKC,"L, 108-114",*,38,7,16,0.438,1,2,0.5,7,8,0.875,2,5,7,2,1,1,3,5,22,14.2,-9.0,jacksja02
2025-04-22,MEM,@,OKC,"L, 99-118",*,35,10,17,0.588,2,3,0.667,4,6,0.667,3,3,6,0,0,0,0,3,26,19.1,-20.0,jacksja02
2025-04-20,MEM,@,OKC,"L, 80-131",*,29,2,13,0.154,0,4,0.0,0,0,,3,0,3,2,1,0,3,1,4,-3.2,-36.0,jacksja02
2025-04-11,MEM,@,DEN,"L, 109-117",*,37,8,17,0.471,2,7,0.286,0,0,,0,1,1,2,0,2,0,4,18,10.8,-14.0,jacksja02
2025-04-30,LAL,,MIN,"L, 96-103",*,29,3,5,0.6,1,3,0.333,0,0,,1,3,4,2,1,0,1,6,7,5.3,-2.0,finnedo01
2025-04-27,LAL,@,MIN,"L, 113-116",,41,2,7,0.286,2,6,0.333,0,0,,4,4,8,6,0,1,2,3,6,7.6,-5.0,finnedo01
2025-04-25,LAL,@,MIN,"L, 104-116",,29,3,6,0.5,2,4,0.5,0,0,,1,0,1,2,0,0,2,3,8,3.9,3.0,finnedo01
2025-04-22,LAL,,MIN,"W, 94-85",,39,3,6,0.5,1,3,0.333,0,0,,2,3,5,1,0,1,0,3,7,6.5,5.0,finnedo01
2025-04-19,LAL,,MIN,"L, 95-117",,33,1,5,0.2,1,3,0.333,0,0,,2,1,3,2,0,0,0,2,3,2.2,-11.0,finnedo01
2025-04-13,PHO,@,SAC,"L, 98-109",,6,2,4,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,4,2.3,1.0,leeda03
2025-04-11,PHO,,SAS,"W, 117-98",,3,0,0,,0,0,,0,0,,1,0,1,1,1,0,0,0,0,2.4,1.0,leeda03
2025-04-09,PHO,,OKC,"L, 112-125",,2,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,2,1.3,4.0,leeda03
2025-04-08,PHO,,GSW,"L, 95-133",,9,3,5,0.6,2,4,0.5,0,0,,0,2,2,0,0,0,2,1,8,3.9,-9.0,leeda03
2025-04-04,PHO,@,BOS,"L, 103-123",,2,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,1.0,leeda03
2025-04-06,UTA,@,ATL,"L, 134-147",*,35,6,14,0.429,1,4,0.25,4,5,0.8,0,3,3,12,1,1,4,2,17,15.4,-10.0,colliis01
2025-04-04,UTA,@,IND,"L, 112-140",*,33,5,15,0.333,0,4,0.0,5,6,0.833,3,2,5,5,1,0,1,4,15,10.7,-20.0,colliis01
2025-04-02,UTA,@,HOU,"L, 105-143",*,32,7,11,0.636,2,5,0.4,6,8,0.75,0,5,5,10,0,1,0,2,22,24.7,-16.0,colliis01
2025-03-31,UTA,@,CHO,"L, 106-110",*,32,6,11,0.545,0,3,0.0,5,6,0.833,0,2,2,7,3,1,4,1,17,16.1,-4.0,colliis01
2025-03-28,UTA,@,DEN,"L, 93-129",*,32,0,7,0.0,0,2,0.0,3,4,0.75,0,3,3,7,1,0,1,0,3,3.5,-18.0,colliis01
2025-04-26,MEM,,OKC,"L, 115-117",*,37,9,21,0.429,2,7,0.286,10,10,1.0,4,7,11,4,0,0,5,6,30,19.2,-9.0,pippesc02
2025-04-24,MEM,,OKC,"L, 108-114",*,38,8,16,0.5,6,10,0.6,6,6,1.0,0,5,5,5,3,1,5,5,28,21.7,-5.0,pippesc02
2025-04-22,MEM,@,OKC,"L, 99-118",*,31,4,12,0.333,2,7,0.286,3,3,1.0,0,4,4,1,0,0,1,3,13,5.9,-14.0,pippesc02
2025-04-20,MEM,@,OKC,"L, 80-131",*,22,1,9,0.111,0,4,0.0,0,0,,0,2,2,4,1,0,3,5,2,-4.5,-39.0,pippesc02
2025-04-11,MEM,@,DEN,"L, 109-117",,31,3,10,0.3,2,5,0.4,3,4,0.75,1,0,1,7,0,0,0,4,11,8.8,-17.0,pippesc02
2025-04-13,CHI,@,PHI,"W, 122-102",,16,5,13,0.385,1,3,0.333,1,2,0.5,3,7,10,2,0,0,0,1,12,9.7,8.0,smithja04
2025-04-11,CHI,,WAS,"W, 119-89",,4,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,6.0,smithja04
2025-04-08,CHI,@,CLE,"L, 113-135",*,32,4,10,0.4,1,5,0.2,4,5,0.8,2,8,10,2,1,1,2,0,13,12.1,-10.0,smithja04
2025-04-01,CHI,,TOR,"W, 137-118",,4,2,3,0.667,0,1,0.0,0,0,,1,1,2,0,1,0,0,1,4,4.3,-4.0,smithja04
2025-03-31,CHI,@,OKC,"L, 117-145",,18,4,9,0.444,0,4,0.0,2,2,1.0,1,5,6,1,0,2,1,2,10,7.8,8.0,smithja04
2025-03-05,DAL,@,MIL,"L, 107-137",,25,3,7,0.429,1,1,1.0,2,4,0.5,0,2,2,2,1,0,0,0,9,7.5,-14.0,prospol01
2025-03-03,DAL,,SAC,"L, 98-122",,17,1,3,0.333,1,3,0.333,5,6,0.833,0,4,4,1,0,0,0,1,8,7.4,-5.0,prospol01
2025-03-01,DAL,,MIL,"L, 117-132",,14,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,7.0,prospol01
2025-02-27,DAL,,CHO,"W, 103-96",,4,0,3,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,-0.8,-1.0,prospol01
2025-02-25,DAL,@,LAL,"L, 99-107",,7,0,1,0.0,0,0,,0,0,,0,2,2,0,0,1,0,1,0,0.2,6.0,prospol01
2025-04-13,CHO,@,BOS,"L, 86-93",*,29,6,10,0.6,1,3,0.333,1,3,0.333,2,7,9,2,3,1,2,2,14,14.4,-10.0,nurkiju01
2025-04-11,CHO,@,BOS,"L, 94-130",,19,5,14,0.357,1,3,0.333,3,3,1.0,2,4,6,6,1,0,4,3,14,8.8,-3.0,nurkiju01
2025-04-09,CHO,@,TOR,"L, 96-126",*,26,12,19,0.632,0,2,0.0,2,4,0.5,1,8,9,4,0,0,2,5,26,18.6,-23.0,nurkiju01
2025-04-06,CHO,,CHI,"L, 117-131",,16,8,11,0.727,2,4,0.5,0,0,,1,2,3,0,0,1,2,1,18,13.1,-1.0,nurkiju01
2025-04-04,CHO,,SAC,"L, 102-125",*,24,3,10,0.3,0,1,0.0,2,2,1.0,3,5,8,3,0,1,3,4,8,4.0,-17.0,nurkiju01
2025-04-09,POR,@,UTA,"L, 126-133 (OT)",*,35,13,23,0.565,6,12,0.5,5,10,0.5,2,5,7,5,2,0,5,1,37,27.1,8.0,sharpsh01
2025-04-06,POR,,SAS,"W, 120-109",*,34,5,17,0.294,2,7,0.286,9,11,0.818,0,10,10,6,1,0,6,3,21,11.3,11.0,sharpsh01
2025-04-04,POR,@,CHI,"L, 113-118",*,35,7,23,0.304,1,8,0.125,2,2,1.0,0,2,2,5,1,0,1,2,17,7.0,-9.0,sharpsh01
2025-04-03,POR,@,TOR,"W, 112-103",*,34,14,23,0.609,4,10,0.4,4,4,1.0,0,7,7,5,2,0,1,1,36,31.7,17.0,sharpsh01
2025-04-01,POR,@,ATL,"W, 127-113",*,39,11,25,0.44,3,10,0.3,8,10,0.8,1,9,10,3,2,0,2,0,33,24.6,23.0,sharpsh01
2025-04-25,LAL,@,MIN,"L, 104-116",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,jamesbr02
2025-04-19,LAL,,MIN,"L, 95-117",,3,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,1.0,jamesbr02
2025-04-13,LAL,@,POR,"L, 81-109",*,38,2,10,0.2,0,2,0.0,0,0,,1,2,3,6,4,0,3,1,4,3.9,-23.0,jamesbr02
2025-04-11,LAL,,HOU,"W, 140-109",,4,1,4,0.25,1,1,1.0,0,0,,0,1,1,1,0,0,0,0,3,1.6,6.0,jamesbr02
2025-04-09,LAL,@,DAL,"W, 112-97",,2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,0.0,jamesbr02
2025-05-16,BOS,@,NYK,"L, 81-119",,4,1,2,0.5,0,0,,0,0,,1,0,1,0,1,0,0,1,2,2.3,-4.0,quetane01
2025-05-14,BOS,,NYK,"W, 127-102",,3,2,2,1.0,0,0,,0,0,,1,0,1,1,0,0,0,1,4,4.4,1.0,quetane01
2025-05-10,BOS,@,NYK,"W, 115-93",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.0,quetane01
2025-04-29,BOS,,ORL,"W, 120-89",,4,2,2,1.0,0,0,,0,0,,0,0,0,1,0,0,0,0,4,4.1,-1.0,quetane01
2025-04-13,BOS,,CHO,"W, 93-86",,26,1,5,0.2,0,0,,0,0,,2,4,6,4,2,0,0,3,2,5.1,11.0,quetane01
2024-12-23,MIN,@,ATL,"L, 104-117",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,4.0,doziepj01
2024-12-15,MIN,@,SAS,"W, 106-92",,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-7.0,doziepj01
2024-12-06,MIN,@,GSW,"W, 107-90",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.0,doziepj01
2024-12-04,MIN,@,LAC,"W, 108-80",,8,1,1,1.0,1,1,1.0,0,4,0.0,0,0,0,2,0,0,0,0,3,2.5,0.0,doziepj01
2024-12-02,MIN,,LAL,"W, 109-80",,6,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,1,0,-0.1,6.0,doziepj01
2025-05-04,HOU,,GSW,"L, 89-103",*,36,3,9,0.333,0,3,0.0,2,2,1.0,1,1,2,1,1,0,2,3,8,2.4,-6.0,brookdi01
2025-05-02,HOU,@,GSW,"W, 115-107",*,19,1,5,0.2,0,3,0.0,1,2,0.5,1,0,1,2,1,0,1,4,3,0.0,1.0,brookdi01
2025-04-30,HOU,,GSW,"W, 131-116",*,29,7,13,0.538,2,7,0.286,8,8,1.0,0,1,1,2,0,0,1,3,24,17.2,25.0,brookdi01
2025-04-28,HOU,@,GSW,"L, 106-109",*,36,4,7,0.571,1,2,0.5,2,4,0.5,2,4,6,0,1,0,0,4,11,8.9,-9.0,brookdi01
2025-04-26,HOU,@,GSW,"L, 93-104",*,28,4,8,0.5,3,4,0.75,2,2,1.0,2,4,6,1,1,1,2,6,13,9.6,0.0,brookdi01
2025-04-13,NOP,,OKC,"L, 100-115",*,39,8,14,0.571,0,4,0.0,4,5,0.8,0,6,6,0,0,1,0,3,20,14.3,-18.0,reevean01
2025-04-11,NOP,,MIA,"L, 104-153",,34,7,14,0.5,2,5,0.4,3,4,0.75,2,3,5,4,1,0,1,2,19,15.9,-18.0,reevean01
2025-04-10,NOP,@,MIL,"L, 111-136",*,37,5,15,0.333,2,8,0.25,4,6,0.667,0,4,4,3,3,0,1,3,16,10.8,-13.0,reevean01
2025-04-08,NOP,@,BRK,"L, 114-119",*,30,5,14,0.357,4,10,0.4,3,3,1.0,1,2,3,2,2,0,1,2,17,12.1,1.0,reevean01
2025-04-06,NOP,,MIL,"L, 107-111",*,37,8,18,0.444,5,9,0.556,2,2,1.0,1,1,2,2,2,0,4,3,23,12.8,3.0,reevean01
2025-04-05,PHI,,MIN,"L, 109-114",*,11,2,5,0.4,1,3,0.333,0,0,,0,1,1,0,1,1,0,1,5,3.9,-6.0,edwarju01
2025-04-03,PHI,,MIL,"L, 113-126",*,32,3,9,0.333,1,4,0.25,1,2,0.5,1,7,8,3,2,0,1,1,8,8.0,-13.0,edwarju01
2025-04-01,PHI,@,NYK,"L, 91-105",*,31,3,7,0.429,0,2,0.0,0,0,,1,1,2,0,2,0,6,3,6,-1.9,-2.0,edwarju01
2025-03-30,PHI,,TOR,"L, 109-127",*,28,6,17,0.353,0,4,0.0,0,0,,1,6,7,4,0,0,1,3,12,5.6,-21.0,edwarju01
2025-03-29,PHI,,MIA,"L, 95-118",*,35,6,10,0.6,4,6,0.667,1,2,0.5,1,2,3,3,2,0,3,4,17,12.8,-16.0,edwarju01
2025-05-28,MIN,@,OKC,"L, 94-124",,22,2,4,0.5,2,4,0.5,0,0,,0,6,6,2,1,0,2,2,6,5.4,-21.0,divindo01
2025-05-26,MIN,,OKC,"L, 126-128",,28,7,11,0.636,5,8,0.625,2,2,1.0,2,1,3,5,1,0,2,2,21,19.5,-7.0,divindo01
2025-05-24,MIN,,OKC,"W, 143-101",,16,2,2,1.0,2,2,1.0,0,0,,0,1,1,3,0,0,0,2,6,7.0,24.0,divindo01
2025-05-22,MIN,@,OKC,"L, 103-118",,22,3,8,0.375,2,6,0.333,0,0,,1,2,3,3,0,0,4,2,8,2.2,-27.0,divindo01
2025-05-20,MIN,@,OKC,"L, 88-114",,30,3,14,0.214,3,12,0.25,0,0,,0,1,1,2,2,1,1,3,9,2.6,-20.0,divindo01
2025-05-31,IND,,NYK,"W, 125-108",,13,3,5,0.6,3,4,0.75,2,2,1.0,1,2,3,0,0,1,0,1,11,10.3,7.0,bryanth01
2025-05-29,IND,@,NYK,"L, 94-111",,5,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,5.0,bryanth01
2025-05-23,IND,@,NYK,"W, 114-109",,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-9.0,bryanth01
2025-05-21,IND,@,NYK,"W, 138-135 (OT)",,13,1,3,0.333,0,1,0.0,2,2,1.0,1,1,2,0,0,0,0,1,4,2.9,-11.0,bryanth01
2025-05-13,IND,@,CLE,"W, 114-105",,11,4,6,0.667,1,1,1.0,0,0,,0,3,3,0,1,0,0,3,9,7.1,4.0,bryanth01
2025-04-26,MEM,,OKC,"L, 115-117",,6,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,1,0,1.3,-5.0,huffja01
2025-04-20,MEM,@,OKC,"L, 80-131",,12,2,4,0.5,0,1,0.0,4,4,1.0,1,1,2,0,0,2,1,0,8,7.4,-2.0,huffja01
2025-04-13,MEM,,DAL,"W, 132-97",,28,9,12,0.75,2,4,0.5,2,2,1.0,3,3,6,2,2,6,3,3,22,23.6,16.0,huffja01
2025-04-10,MEM,,MIN,"L, 125-141",,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2.0,huffja01
2025-04-08,MEM,@,CHO,"W, 124-100",,7,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,2.0,0.0,huffja01
2025-04-13,NOP,,OKC,"L, 100-115",*,18,1,5,0.2,1,1,1.0,0,0,,1,1,2,3,0,1,0,1,3,3.3,-13.0,paytoel01
2025-04-11,NOP,,MIA,"L, 104-153",*,29,2,8,0.25,0,0,,0,0,,3,7,10,13,0,0,2,2,4,9.7,-41.0,paytoel01
2025-04-10,NOP,@,MIL,"L, 111-136",*,26,1,4,0.25,0,2,0.0,0,0,,0,4,4,15,1,0,3,0,2,9.3,-17.0,paytoel01
2025-04-08,NOP,@,BRK,"L, 114-119",,23,0,3,0.0,0,1,0.0,3,4,0.75,1,5,6,10,2,1,3,1,3,9.0,14.0,paytoel01
2025-04-06,NOP,,MIL,"L, 107-111",*,28,0,3,0.0,0,1,0.0,0,0,,1,1,2,10,1,0,3,3,0,2.7,-3.0,paytoel01
2025-01-23,ATL,,TOR,"L, 119-122",*,11,1,2,0.5,0,0,,1,2,0.5,0,1,1,1,1,0,2,2,3,0.8,-10.0,johnsja05
2025-01-22,ATL,,DET,"L, 104-114",*,38,8,21,0.381,0,6,0.0,1,1,1.0,1,8,9,4,6,0,2,0,17,15.4,-6.0,johnsja05
2025-01-20,ATL,@,NYK,"L, 110-119",*,35,4,12,0.333,0,0,,3,3,1.0,1,11,12,4,0,1,2,1,11,9.3,-13.0,johnsja05
2025-01-18,ATL,@,BOS,"W, 119-115 (OT)",*,38,5,13,0.385,0,2,0.0,4,7,0.571,2,11,13,3,1,1,3,0,14,11.2,6.0,johnsja05
2025-01-03,ATL,@,LAL,"L, 102-119",*,33,8,13,0.615,1,3,0.333,2,2,1.0,2,6,8,1,0,1,3,2,19,13.9,-8.0,johnsja05
2025-04-25,LAL,@,MIN,"L, 104-116",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,miltosh01
2025-04-19,LAL,,MIN,"L, 95-117",,3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,1.0,miltosh01
2025-04-13,LAL,@,POR,"L, 81-109",*,43,5,15,0.333,1,4,0.25,5,6,0.833,1,1,2,3,1,1,3,2,16,8.1,-25.0,miltosh01
