Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Points",24.0,View full stats from top 20 games,ehlerbu01
"Career high, Assists",5.0,View full stats from top 20 games,ehlerbu01
"Career high, Points",6.0,View full stats from top 20 games,douglbr01
"Career high, Rebounds",4.0,View full stats from top 20 games,douglbr01
"Career high, Assists",5.0,View full stats from top 20 games,douglbr01
"Career high, Steals",3.0,View full stats from top 20 games,douglbr01
"Career high, Game Score",7.0,View full stats from top 20 games,douglbr01
"Career high, Points",14.0,View full stats from top 20 games,swideco01
"Career high, Rebounds",8.0,View full stats from top 20 games,swideco01
"Career high, Assists",3.0,View full stats from top 20 games,swideco01
"Career high, Steals",1.0,View full stats from top 20 games,swideco01
"Career high, Blocks",1.0,View full stats from top 20 games,swideco01
"Career high, Game Score",11.7,View full stats from top 20 games,swideco01
"Career high, Points",39.0,View full stats from top 20 games,hendesc01
"Career high, Rebounds",8.0,View full stats from top 20 games,hendesc01
"Career high, Assists",15.0,View full stats from top 20 games,hendesc01
"Career high, Steals",5.0,View full stats from top 20 games,hendesc01
"Career high, Blocks",3.0,View full stats from top 20 games,hendesc01
"Career high, Game Score",33.0,View full stats from top 20 games,hendesc01
"Career high, Points",22.0,View full stats from top 20 games,johnsra01
"Career high, Rebounds",9.0,View full stats from top 20 games,johnsra01
"Career high, Assists",14.0,View full stats from top 20 games,johnsra01
"Career high, Points",28.0,View full stats from top 20 games,mencech01
"Career high, Rebounds",9.0,View full stats from top 20 games,mencech01
"Career high, Assists",7.0,View full stats from top 20 games,mencech01
"Career high, Points",32.0,View full stats from top 20 games,reevekh01
"Career high, Rebounds",10.0,View full stats from top 20 games,reevekh01
"Career high, Assists",14.0,View full stats from top 20 games,reevekh01
"Career high, Steals",5.0,View full stats from top 20 games,reevekh01
"Career high, Blocks",2.0,View full stats from top 20 games,reevekh01
"Career high, Game Score",24.1,View full stats from top 20 games,reevekh01
"Career high, Points",6.0,View full stats from top 20 games,pinonjo01
"Career high, Rebounds",5.0,View full stats from top 20 games,pinonjo01
"Career high, Assists",2.0,View full stats from top 20 games,pinonjo01
"Career high, Steals",1.0,View full stats from top 20 games,pinonjo01
"Career high, Blocks",1.0,View full stats from top 20 games,pinonjo01
"Career high, Game Score",5.5,View full stats from top 20 games,pinonjo01
"Career high, Points",13.0,View full stats from top 20 games,hardyal01
"Career high, Rebounds",4.0,View full stats from top 20 games,hardyal01
"Career high, Assists",3.0,View full stats from top 20 games,hardyal01
"Career high, Steals",2.0,View full stats from top 20 games,hardyal01
"Career high, Blocks",2.0,View full stats from top 20 games,hardyal01
"Career high, Game Score",7.4,View full stats from top 20 games,hardyal01
"Career high, Points",11.0,View full stats from top 20 games,dotsode01
"Career high, Rebounds",4.0,View full stats from top 20 games,dotsode01
"Career high, Assists",4.0,View full stats from top 20 games,dotsode01
"Career high, Steals",1.0,View full stats from top 20 games,dotsode01
"Career high, Game Score",9.6,View full stats from top 20 games,dotsode01
"Career high, Points",33.0,View full stats from top 20 games,maledth01
"Career high, Rebounds",10.0,View full stats from top 20 games,maledth01
"Career high, Assists",14.0,View full stats from top 20 games,maledth01
"Career high, Steals",6.0,View full stats from top 20 games,maledth01
"Career high, Blocks",4.0,View full stats from top 20 games,maledth01
"Career high, Game Score",23.9,View full stats from top 20 games,maledth01
"Career high, Points",8.0,View full stats from top 20 games,willibo01
"Career high, Rebounds",8.0,View full stats from top 20 games,willibo01
"Career high, Assists",3.0,View full stats from top 20 games,willibo01
"Career high, Points",27.0,View full stats from top 20 games,kronto01
"Career high, Rebounds",11.0,View full stats from top 20 games,kronto01
"Career high, Assists",12.0,View full stats from top 20 games,kronto01
"Career high, Points",15.0,View full stats from top 20 games,dialde01
"Career high, Rebounds",7.0,View full stats from top 20 games,dialde01
"Career high, Assists",4.0,View full stats from top 20 games,dialde01
"Career high, Steals",2.0,View full stats from top 20 games,dialde01
"Career high, Blocks",1.0,View full stats from top 20 games,dialde01
"Career high, Game Score",11.7,View full stats from top 20 games,dialde01
"Career high, Points",18.0,View full stats from top 20 games,roberla01
"Career high, Rebounds",14.0,View full stats from top 20 games,roberla01
"Career high, Assists",3.0,View full stats from top 20 games,roberla01
"Career high, Steals",3.0,View full stats from top 20 games,roberla01
"Career high, Blocks",2.0,View full stats from top 20 games,roberla01
"Career high, Game Score",21.2,View full stats from top 20 games,roberla01
"Career high, Points",9.0,View full stats from top 20 games,ogdenra01
"Career high, Rebounds",5.0,View full stats from top 20 games,ogdenra01
"Career high, Assists",2.0,View full stats from top 20 games,ogdenra01
"Career high, Points",25.0,View full stats from top 20 games,currymi01
"Career high, Rebounds",7.0,View full stats from top 20 games,currymi01
"Career high, Assists",8.0,View full stats from top 20 games,currymi01
"Career high, Steals",4.0,View full stats from top 20 games,currymi01
"Career high, Blocks",2.0,View full stats from top 20 games,currymi01
"Career high, Game Score",20.8,View full stats from top 20 games,currymi01
"Career high, Points",19.0,View full stats from top 20 games,russepi01
"Career high, Rebounds",9.0,View full stats from top 20 games,russepi01
"Career high, Assists",5.0,View full stats from top 20 games,russepi01
"Career high, Blocks",1.0,View full stats from top 20 games,russepi01
"Career high, Points",28.0,View full stats from top 20 games,battljo01
"Career high, Rebounds",7.0,View full stats from top 20 games,battljo01
"Career high, Assists",14.0,View full stats from top 20 games,battljo01
"Career high, Steals",4.0,View full stats from top 20 games,battljo01
"Career high, Blocks",2.0,View full stats from top 20 games,battljo01
"Career high, Game Score",24.4,View full stats from top 20 games,battljo01
"Career high, Points",18.0,View full stats from top 20 games,willijo04
"Career high, Rebounds",16.0,View full stats from top 20 games,willijo04
"Career high, Assists",3.0,View full stats from top 20 games,willijo04
"Career high, Steals",2.0,View full stats from top 20 games,willijo04
"Career high, Blocks",3.0,View full stats from top 20 games,willijo04
"Career high, Game Score",15.6,View full stats from top 20 games,willijo04
"Career high, Points",8.0,View full stats from top 20 games,macalmi01
"Career high, Rebounds",5.0,View full stats from top 20 games,macalmi01
"Career high, Assists",1.0,View full stats from top 20 games,macalmi01
"Career high, Steals",1.0,View full stats from top 20 games,macalmi01
"Career high, Blocks",1.0,View full stats from top 20 games,macalmi01
"Career high, Points",30.0,View full stats from top 20 games,poquebe01
"Career high, Rebounds",18.0,View full stats from top 20 games,poquebe01
"Career high, Assists",6.0,View full stats from top 20 games,poquebe01
"Career high, Steals",4.0,View full stats from top 20 games,poquebe01
"Career high, Blocks",10.0,View full stats from top 20 games,poquebe01
"Career high, Game Score",24.7,View full stats from top 20 games,poquebe01
"Career high, Points",24.0,View full stats from top 20 games,mayssk01
"Career high, Rebounds",11.0,View full stats from top 20 games,mayssk01
"Career high, Assists",12.0,View full stats from top 20 games,mayssk01
"Career high, Steals",3.0,View full stats from top 20 games,mayssk01
"Career high, Blocks",2.0,View full stats from top 20 games,mayssk01
"Career high, Game Score",23.9,View full stats from top 20 games,mayssk01
"Career high, Points",44.0,View full stats from top 20 games,paytoga01
"Career high, Rebounds",16.0,View full stats from top 20 games,paytoga01
"Career high, Assists",18.0,View full stats from top 20 games,paytoga01
"Career high, Steals",8.0,View full stats from top 20 games,paytoga01
"Career high, Blocks",3.0,View full stats from top 20 games,paytoga01
"Career high, Game Score",41.3,View full stats from top 20 games,paytoga01
Triple-Doubles,15.0,View all,paytoga01
"Career high, Points",9.0,View full stats from top 20 games,drewla02
"Career high, Rebounds",5.0,View full stats from top 20 games,drewla02
"Career high, Assists",9.0,View full stats from top 20 games,drewla02
"Career high, Steals",2.0,View full stats from top 20 games,drewla02
"Career high, Game Score",7.8,View full stats from top 20 games,drewla02
"Career high, Points",56.0,View full stats from top 20 games,aldrila01
"Career high, Rebounds",25.0,View full stats from top 20 games,aldrila01
"Career high, Assists",8.0,View full stats from top 20 games,aldrila01
"Career high, Steals",5.0,View full stats from top 20 games,aldrila01
"Career high, Blocks",7.0,View full stats from top 20 games,aldrila01
"Career high, Game Score",45.0,View full stats from top 20 games,aldrila01
"Career high, Points",46.0,View full stats from top 20 games,barrerj01
"Career high, Rebounds",15.0,View full stats from top 20 games,barrerj01
"Career high, Assists",15.0,View full stats from top 20 games,barrerj01
"Career high, Steals",6.0,View full stats from top 20 games,barrerj01
"Career high, Blocks",3.0,View full stats from top 20 games,barrerj01
"Career high, Game Score",33.2,View full stats from top 20 games,barrerj01
Triple-Doubles,2.0,View all,barrerj01
"Career high, Points",30.0,View full stats from top 20 games,braunch01
"Career high, Rebounds",12.0,View full stats from top 20 games,braunch01
"Career high, Assists",7.0,View full stats from top 20 games,braunch01
"Career high, Steals",5.0,View full stats from top 20 games,braunch01
"Career high, Blocks",3.0,View full stats from top 20 games,braunch01
"Career high, Game Score",28.0,View full stats from top 20 games,braunch01
"Career high, Points",20.0,View full stats from top 20 games,randlch01
"Career high, Rebounds",7.0,View full stats from top 20 games,randlch01
"Career high, Assists",7.0,View full stats from top 20 games,randlch01
"Career high, Steals",3.0,View full stats from top 20 games,randlch01
"Career high, Blocks",1.0,View full stats from top 20 games,randlch01
"Career high, Game Score",15.2,View full stats from top 20 games,randlch01
"Career high, Points",36.0,View full stats from top 20 games,heardga01
"Career high, Rebounds",25.0,View full stats from top 20 games,heardga01
"Career high, Assists",9.0,View full stats from top 20 games,heardga01
"Career high, Steals",7.0,View full stats from top 20 games,heardga01
"Career high, Blocks",9.0,View full stats from top 20 games,heardga01
"Career high, Game Score",23.9,View full stats from top 20 games,heardga01
"Career high, Points",8.0,View full stats from top 20 games,celesjo01
"Career high, Rebounds",2.0,View full stats from top 20 games,celesjo01
"Career high, Assists",4.0,View full stats from top 20 games,celesjo01
"Career high, Steals",2.0,View full stats from top 20 games,celesjo01
"Career high, Game Score",7.4,View full stats from top 20 games,celesjo01
"Career high, Points",35.0,View full stats from top 20 games,diallha01
"Career high, Rebounds",14.0,View full stats from top 20 games,diallha01
"Career high, Assists",10.0,View full stats from top 20 games,diallha01
"Career high, Steals",5.0,View full stats from top 20 games,diallha01
"Career high, Blocks",3.0,View full stats from top 20 games,diallha01
"Career high, Game Score",28.0,View full stats from top 20 games,diallha01
"Career high, Points",16.0,View full stats from top 20 games,laresyo01
"Career high, Rebounds",6.0,View full stats from top 20 games,laresyo01
"Career high, Assists",12.0,View full stats from top 20 games,laresyo01
"Career high, Points",8.0,View full stats from top 20 games,ohanlfr01
"Career high, Rebounds",2.0,View full stats from top 20 games,ohanlfr01
"Career high, Assists",7.0,View full stats from top 20 games,ohanlfr01
"Career high, Points",14.0,View full stats from top 20 games,thomaca01
"Career high, Rebounds",6.0,View full stats from top 20 games,thomaca01
"Career high, Assists",4.0,View full stats from top 20 games,thomaca01
"Career high, Steals",3.0,View full stats from top 20 games,thomaca01
"Career high, Blocks",1.0,View full stats from top 20 games,thomaca01
"Career high, Game Score",12.8,View full stats from top 20 games,thomaca01
"Career high, Points",46.0,View full stats from top 20 games,gasolpa01
"Career high, Rebounds",22.0,View full stats from top 20 games,gasolpa01
"Career high, Assists",14.0,View full stats from top 20 games,gasolpa01
"Career high, Steals",4.0,View full stats from top 20 games,gasolpa01
"Career high, Blocks",9.0,View full stats from top 20 games,gasolpa01
"Career high, Game Score",38.9,View full stats from top 20 games,gasolpa01
Triple-Doubles,10.0,View all,gasolpa01
"Career high, Points",12.0,View full stats from top 20 games,smithch02
"Career high, Rebounds",7.0,View full stats from top 20 games,smithch02
"Career high, Assists",9.0,View full stats from top 20 games,smithch02
"Career high, Steals",5.0,View full stats from top 20 games,smithch02
"Career high, Blocks",1.0,View full stats from top 20 games,smithch02
"Career high, Game Score",16.0,View full stats from top 20 games,smithch02
"Career high, Points",18.0,View full stats from top 20 games,davisro01
"Career high, Rebounds",6.0,View full stats from top 20 games,davisro01
"Career high, Assists",3.0,View full stats from top 20 games,davisro01
"Career high, Steals",4.0,View full stats from top 20 games,davisro01
"Career high, Blocks",1.0,View full stats from top 20 games,davisro01
"Career high, Game Score",12.9,View full stats from top 20 games,davisro01
"Career high, Points",4.0,View full stats from top 20 games,krausda01
"Career high, Assists",1.0,View full stats from top 20 games,krausda01
"Career high, Points",47.0,View full stats from top 20 games,lehmage01
"Career high, Rebounds",8.0,View full stats from top 20 games,lehmage01
"Career high, Assists",15.0,View full stats from top 20 games,lehmage01
"Career high, Steals",1.0,View full stats from top 20 games,lehmage01
"Career high, Blocks",1.0,View full stats from top 20 games,lehmage01
"Career high, Game Score",8.0,View full stats from top 20 games,lehmage01
"Career high, Points",32.0,View full stats from top 20 games,johnsbu01
"Career high, Rebounds",13.0,View full stats from top 20 games,johnsbu01
"Career high, Assists",10.0,View full stats from top 20 games,johnsbu01
"Career high, Steals",6.0,View full stats from top 20 games,johnsbu01
"Career high, Blocks",6.0,View full stats from top 20 games,johnsbu01
"Career high, Game Score",29.4,View full stats from top 20 games,johnsbu01
"Career high, Points",10.0,View full stats from top 20 games,schenlu01
"Career high, Rebounds",8.0,View full stats from top 20 games,schenlu01
"Career high, Assists",1.0,View full stats from top 20 games,schenlu01
"Career high, Steals",1.0,View full stats from top 20 games,schenlu01
"Career high, Blocks",2.0,View full stats from top 20 games,schenlu01
"Career high, Game Score",10.5,View full stats from top 20 games,schenlu01
"Career high, Points",40.0,View full stats from top 20 games,horryro01
"Career high, Rebounds",15.0,View full stats from top 20 games,horryro01
"Career high, Assists",10.0,View full stats from top 20 games,horryro01
"Career high, Steals",6.0,View full stats from top 20 games,horryro01
"Career high, Blocks",6.0,View full stats from top 20 games,horryro01
"Career high, Game Score",34.8,View full stats from top 20 games,horryro01
"Career high, Points",7.0,View full stats from top 20 games,carlsal01
"Career high, Rebounds",10.0,View full stats from top 20 games,carlsal01
"Career high, Assists",2.0,View full stats from top 20 games,carlsal01
"Career high, Steals",2.0,View full stats from top 20 games,carlsal01
"Career high, Blocks",1.0,View full stats from top 20 games,carlsal01
"Career high, Points",23.0,View full stats from top 20 games,colembe01
"Career high, Rebounds",18.0,View full stats from top 20 games,colembe01
"Career high, Assists",3.0,View full stats from top 20 games,colembe01
"Career high, Steals",4.0,View full stats from top 20 games,colembe01
"Career high, Blocks",3.0,View full stats from top 20 games,colembe01
"Career high, Game Score",21.1,View full stats from top 20 games,colembe01
"Career high, Points",41.0,View full stats from top 20 games,willija06
"Career high, Rebounds",10.0,View full stats from top 20 games,willija06
"Career high, Assists",12.0,View full stats from top 20 games,willija06
"Career high, Steals",6.0,View full stats from top 20 games,willija06
"Career high, Blocks",4.0,View full stats from top 20 games,willija06
"Career high, Game Score",37.1,View full stats from top 20 games,willija06
"Career high, Points",52.0,View full stats from top 20 games,cummite01
"Career high, Rebounds",24.0,View full stats from top 20 games,cummite01
"Career high, Assists",10.0,View full stats from top 20 games,cummite01
"Career high, Steals",6.0,View full stats from top 20 games,cummite01
"Career high, Blocks",5.0,View full stats from top 20 games,cummite01
"Career high, Game Score",40.3,View full stats from top 20 games,cummite01
Triple-Doubles,1.0,View all,cummite01
"Career high, Points",18.0,View full stats from top 20 games,schofad01
"Career high, Rebounds",7.0,View full stats from top 20 games,schofad01
"Career high, Assists",4.0,View full stats from top 20 games,schofad01
"Career high, Steals",3.0,View full stats from top 20 games,schofad01
"Career high, Blocks",2.0,View full stats from top 20 games,schofad01
"Career high, Game Score",14.9,View full stats from top 20 games,schofad01
"Career high, Points",26.0,View full stats from top 20 games,mckinbo01
"Career high, Rebounds",9.0,View full stats from top 20 games,mckinbo01
"Career high, Assists",7.0,View full stats from top 20 games,mckinbo01
"Career high, Points",32.0,View full stats from top 20 games,bazemke01
"Career high, Rebounds",13.0,View full stats from top 20 games,bazemke01
"Career high, Assists",8.0,View full stats from top 20 games,bazemke01
"Career high, Steals",6.0,View full stats from top 20 games,bazemke01
"Career high, Blocks",4.0,View full stats from top 20 games,bazemke01
"Career high, Game Score",28.6,View full stats from top 20 games,bazemke01
"Career high, Points",33.0,View full stats from top 20 games,benneme01
"Career high, Rebounds",17.0,View full stats from top 20 games,benneme01
"Career high, Assists",5.0,View full stats from top 20 games,benneme01
"Career high, Steals",3.0,View full stats from top 20 games,benneme01
"Career high, Blocks",4.0,View full stats from top 20 games,benneme01
"Career high, Game Score",12.1,View full stats from top 20 games,benneme01
"Career high, Points",26.0,View full stats from top 20 games,drobnpr01
"Career high, Rebounds",14.0,View full stats from top 20 games,drobnpr01
"Career high, Assists",5.0,View full stats from top 20 games,drobnpr01
"Career high, Steals",5.0,View full stats from top 20 games,drobnpr01
"Career high, Blocks",4.0,View full stats from top 20 games,drobnpr01
"Career high, Game Score",24.2,View full stats from top 20 games,drobnpr01
"Career high, Points",36.0,View full stats from top 20 games,jacksjo02
"Career high, Rebounds",12.0,View full stats from top 20 games,jacksjo02
"Career high, Assists",8.0,View full stats from top 20 games,jacksjo02
"Career high, Steals",5.0,View full stats from top 20 games,jacksjo02
"Career high, Blocks",5.0,View full stats from top 20 games,jacksjo02
"Career high, Game Score",28.1,View full stats from top 20 games,jacksjo02
"Career high, Points",16.0,View full stats from top 20 games,ogdenbu01
"Career high, Rebounds",6.0,View full stats from top 20 games,ogdenbu01
"Career high, Assists",3.0,View full stats from top 20 games,ogdenbu01
"Career high, Points",26.0,View full stats from top 20 games,medvest01
"Career high, Rebounds",14.0,View full stats from top 20 games,medvest01
"Career high, Assists",4.0,View full stats from top 20 games,medvest01
"Career high, Steals",3.0,View full stats from top 20 games,medvest01
"Career high, Blocks",2.0,View full stats from top 20 games,medvest01
"Career high, Game Score",27.7,View full stats from top 20 games,medvest01
"Career high, Points",44.0,View full stats from top 20 games,szczewa02
"Career high, Rebounds",14.0,View full stats from top 20 games,szczewa02
"Career high, Assists",10.0,View full stats from top 20 games,szczewa02
"Career high, Steals",4.0,View full stats from top 20 games,szczewa02
"Career high, Blocks",3.0,View full stats from top 20 games,szczewa02
"Career high, Game Score",33.2,View full stats from top 20 games,szczewa02
"Career high, Points",32.0,View full stats from top 20 games,johnsam01
"Career high, Rebounds",21.0,View full stats from top 20 games,johnsam01
"Career high, Assists",6.0,View full stats from top 20 games,johnsam01
"Career high, Steals",5.0,View full stats from top 20 games,johnsam01
"Career high, Blocks",7.0,View full stats from top 20 games,johnsam01
"Career high, Game Score",29.8,View full stats from top 20 games,johnsam01
"Career high, Points",12.0,View full stats from top 20 games,allenje01
"Career high, Rebounds",5.0,View full stats from top 20 games,allenje01
"Career high, Assists",7.0,View full stats from top 20 games,allenje01
"Career high, Steals",4.0,View full stats from top 20 games,allenje01
"Career high, Blocks",1.0,View full stats from top 20 games,allenje01
"Career high, Game Score",11.9,View full stats from top 20 games,allenje01
"Career high, Points",51.0,View full stats from top 20 games,abdulma02
"Career high, Rebounds",9.0,View full stats from top 20 games,abdulma02
"Career high, Assists",20.0,View full stats from top 20 games,abdulma02
"Career high, Steals",5.0,View full stats from top 20 games,abdulma02
"Career high, Blocks",2.0,View full stats from top 20 games,abdulma02
"Career high, Game Score",40.1,View full stats from top 20 games,abdulma02
"Career high, Points",13.0,View full stats from top 20 games,wrighbr01
"Career high, Rebounds",13.0,View full stats from top 20 games,wrighbr01
"Career high, Assists",1.0,View full stats from top 20 games,wrighbr01
"Career high, Steals",1.0,View full stats from top 20 games,wrighbr01
"Career high, Blocks",2.0,View full stats from top 20 games,wrighbr01
"Career high, Game Score",14.5,View full stats from top 20 games,wrighbr01
"Career high, Points",29.0,View full stats from top 20 games,greenst01
"Career high, Rebounds",16.0,View full stats from top 20 games,greenst01
"Career high, Assists",6.0,View full stats from top 20 games,greenst01
"Career high, Steals",3.0,View full stats from top 20 games,greenst01
"Career high, Blocks",2.0,View full stats from top 20 games,greenst01
"Career high, Game Score",26.5,View full stats from top 20 games,greenst01
"Career high, Points",50.0,View full stats from top 20 games,weslewa01
"Career high, Rebounds",21.0,View full stats from top 20 games,weslewa01
"Career high, Assists",5.0,View full stats from top 20 games,weslewa01
"Career high, Steals",2.0,View full stats from top 20 games,weslewa01
"Career high, Blocks",4.0,View full stats from top 20 games,weslewa01
"Career high, Points",59.0,View full stats from top 20 games,davisan02
"Career high, Rebounds",26.0,View full stats from top 20 games,davisan02
"Career high, Assists",11.0,View full stats from top 20 games,davisan02
"Career high, Steals",7.0,View full stats from top 20 games,davisan02
"Career high, Blocks",10.0,View full stats from top 20 games,davisan02
"Career high, Game Score",53.9,View full stats from top 20 games,davisan02
Triple-Doubles,4.0,View all,davisan02
"Career high, Points",41.0,View full stats from top 20 games,crabbal01
"Career high, Rebounds",10.0,View full stats from top 20 games,crabbal01
"Career high, Assists",5.0,View full stats from top 20 games,crabbal01
"Career high, Steals",4.0,View full stats from top 20 games,crabbal01
"Career high, Blocks",3.0,View full stats from top 20 games,crabbal01
"Career high, Game Score",39.5,View full stats from top 20 games,crabbal01
"Career high, Points",33.0,View full stats from top 20 games,schaufr01
"Career high, Rebounds",15.0,View full stats from top 20 games,schaufr01
"Career high, Assists",13.0,View full stats from top 20 games,schaufr01
"Career high, Points",21.0,View full stats from top 20 games,vanteda01
"Career high, Rebounds",6.0,View full stats from top 20 games,vanteda01
"Career high, Assists",7.0,View full stats from top 20 games,vanteda01
"Career high, Steals",2.0,View full stats from top 20 games,vanteda01
"Career high, Blocks",2.0,View full stats from top 20 games,vanteda01
"Career high, Game Score",18.8,View full stats from top 20 games,vanteda01
"Career high, Points",7.0,View full stats from top 20 games,mcculjo01
"Career high, Rebounds",2.0,View full stats from top 20 games,mcculjo01
"Career high, Assists",2.0,View full stats from top 20 games,mcculjo01
"Career high, Steals",1.0,View full stats from top 20 games,mcculjo01
"Career high, Game Score",6.4,View full stats from top 20 games,mcculjo01
"Career high, Points",21.0,View full stats from top 20 games,jacobca01
"Career high, Rebounds",7.0,View full stats from top 20 games,jacobca01
"Career high, Assists",7.0,View full stats from top 20 games,jacobca01
"Career high, Steals",4.0,View full stats from top 20 games,jacobca01
"Career high, Blocks",2.0,View full stats from top 20 games,jacobca01
"Career high, Game Score",16.5,View full stats from top 20 games,jacobca01
"Career high, Points",23.0,View full stats from top 20 games,griffad01
"Career high, Rebounds",15.0,View full stats from top 20 games,griffad01
"Career high, Assists",7.0,View full stats from top 20 games,griffad01
"Career high, Steals",7.0,View full stats from top 20 games,griffad01
"Career high, Blocks",3.0,View full stats from top 20 games,griffad01
"Career high, Game Score",19.3,View full stats from top 20 games,griffad01
"Career high, Points",13.0,View full stats from top 20 games,brownlo01
"Career high, Rebounds",9.0,View full stats from top 20 games,brownlo01
"Career high, Assists",9.0,View full stats from top 20 games,brownlo01
"Career high, Steals",3.0,View full stats from top 20 games,brownlo01
"Career high, Blocks",2.0,View full stats from top 20 games,brownlo01
"Career high, Game Score",12.8,View full stats from top 20 games,brownlo01
"Career high, Points",8.0,View full stats from top 20 games,millewa01
"Career high, Points",24.0,View full stats from top 20 games,maxeyma01
"Career high, Rebounds",14.0,View full stats from top 20 games,maxeyma01
"Career high, Assists",1.0,View full stats from top 20 games,maxeyma01
"Career high, Steals",3.0,View full stats from top 20 games,maxeyma01
"Career high, Blocks",5.0,View full stats from top 20 games,maxeyma01
"Career high, Game Score",21.5,View full stats from top 20 games,maxeyma01
"Career high, Points",6.0,View full stats from top 20 games,johnser01
"Career high, Rebounds",3.0,View full stats from top 20 games,johnser01
"Career high, Assists",8.0,View full stats from top 20 games,johnser01
"Career high, Steals",3.0,View full stats from top 20 games,johnser01
"Career high, Blocks",1.0,View full stats from top 20 games,johnser01
"Career high, Game Score",5.7,View full stats from top 20 games,johnser01
"Career high, Points",18.0,View full stats from top 20 games,evansje01
"Career high, Rebounds",13.0,View full stats from top 20 games,evansje01
"Career high, Assists",5.0,View full stats from top 20 games,evansje01
"Career high, Steals",3.0,View full stats from top 20 games,evansje01
"Career high, Blocks",4.0,View full stats from top 20 games,evansje01
"Career high, Game Score",18.7,View full stats from top 20 games,evansje01
"Career high, Points",31.0,View full stats from top 20 games,korveky01
"Career high, Rebounds",11.0,View full stats from top 20 games,korveky01
"Career high, Assists",9.0,View full stats from top 20 games,korveky01
"Career high, Steals",6.0,View full stats from top 20 games,korveky01
"Career high, Blocks",4.0,View full stats from top 20 games,korveky01
"Career high, Game Score",29.1,View full stats from top 20 games,korveky01
"Career high, Points",43.0,View full stats from top 20 games,calvima01
"Career high, Rebounds",9.0,View full stats from top 20 games,calvima01
"Career high, Assists",17.0,View full stats from top 20 games,calvima01
"Career high, Steals",6.0,View full stats from top 20 games,calvima01
"Career high, Blocks",1.0,View full stats from top 20 games,calvima01
"Career high, Game Score",26.1,View full stats from top 20 games,calvima01
"Career high, Points",63.0,View full stats from top 20 games,fulksjo01
"Career high, Rebounds",16.0,View full stats from top 20 games,fulksjo01
"Career high, Assists",7.0,View full stats from top 20 games,fulksjo01
"Career high, Points",28.0,View full stats from top 20 games,walkebi01
"Career high, Rebounds",9.0,View full stats from top 20 games,walkebi01
"Career high, Assists",6.0,View full stats from top 20 games,walkebi01
"Career high, Steals",4.0,View full stats from top 20 games,walkebi01
"Career high, Blocks",3.0,View full stats from top 20 games,walkebi01
"Career high, Game Score",21.3,View full stats from top 20 games,walkebi01
"Career high, Points",3.0,View full stats from top 20 games,siewera01
"Career high, Assists",1.0,View full stats from top 20 games,siewera01
"Career high, Points",34.0,View full stats from top 20 games,templga01
"Career high, Rebounds",11.0,View full stats from top 20 games,templga01
"Career high, Assists",11.0,View full stats from top 20 games,templga01
"Career high, Steals",5.0,View full stats from top 20 games,templga01
"Career high, Blocks",3.0,View full stats from top 20 games,templga01
"Career high, Game Score",29.0,View full stats from top 20 games,templga01
"Career high, Points",34.0,View full stats from top 20 games,nworajo01
"Career high, Rebounds",14.0,View full stats from top 20 games,nworajo01
"Career high, Assists",6.0,View full stats from top 20 games,nworajo01
"Career high, Steals",3.0,View full stats from top 20 games,nworajo01
"Career high, Blocks",2.0,View full stats from top 20 games,nworajo01
"Career high, Game Score",26.7,View full stats from top 20 games,nworajo01
"Career high, Points",11.0,View full stats from top 20 games,alabiso01
"Career high, Rebounds",19.0,View full stats from top 20 games,alabiso01
"Career high, Assists",1.0,View full stats from top 20 games,alabiso01
"Career high, Steals",2.0,View full stats from top 20 games,alabiso01
"Career high, Blocks",3.0,View full stats from top 20 games,alabiso01
"Career high, Game Score",14.2,View full stats from top 20 games,alabiso01
"Career high, Points",8.0,View full stats from top 20 games,crompge01
"Career high, Rebounds",10.0,View full stats from top 20 games,crompge01
"Career high, Assists",3.0,View full stats from top 20 games,crompge01
"Career high, Steals",4.0,View full stats from top 20 games,crompge01
"Career high, Blocks",4.0,View full stats from top 20 games,crompge01
"Career high, Game Score",6.9,View full stats from top 20 games,crompge01
"Career high, Points",12.0,View full stats from top 20 games,vaughda02
"Career high, Rebounds",13.0,View full stats from top 20 games,vaughda02
"Career high, Assists",4.0,View full stats from top 20 games,vaughda02
"Career high, Steals",3.0,View full stats from top 20 games,vaughda02
"Career high, Blocks",3.0,View full stats from top 20 games,vaughda02
"Career high, Game Score",12.4,View full stats from top 20 games,vaughda02
"Career high, Points",20.0,View full stats from top 20 games,foylead01
"Career high, Rebounds",20.0,View full stats from top 20 games,foylead01
"Career high, Assists",5.0,View full stats from top 20 games,foylead01
"Career high, Steals",4.0,View full stats from top 20 games,foylead01
"Career high, Blocks",9.0,View full stats from top 20 games,foylead01
"Career high, Game Score",25.6,View full stats from top 20 games,foylead01
"Career high, Points",19.0,View full stats from top 20 games,smithdo02
"Career high, Rebounds",2.0,View full stats from top 20 games,smithdo02
"Career high, Assists",4.0,View full stats from top 20 games,smithdo02
"Career high, Steals",2.0,View full stats from top 20 games,smithdo02
"Career high, Blocks",1.0,View full stats from top 20 games,smithdo02
"Career high, Points",21.0,View full stats from top 20 games,gregocl01
"Career high, Rebounds",12.0,View full stats from top 20 games,gregocl01
"Career high, Assists",3.0,View full stats from top 20 games,gregocl01
"Career high, Steals",2.0,View full stats from top 20 games,gregocl01
"Career high, Blocks",2.0,View full stats from top 20 games,gregocl01
