Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,% of FGA by Distance,% of FGA by Distance.1,% of FGA by Distance.2,% of FGA by Distance.3,% of FGA by Distance.4,% of FGA by Distance.5,FG% by Distance,FG% by Distance.1,FG% by Distance.2,FG% by Distance.3,FG% by Distance.4,FG% by Distance.5,% of FG Ast'd,% of FG Ast'd.1,Dunks,Dunks.1,Corner 3s,Corner 3s.1,Heaves,Heaves.1,Unnamed: 31,player_id,Unnamed: 12,Unnamed: 20,Unnamed: 25,Unnamed: 22,Unnamed: 28,Unnamed: 23,Unnamed: 26,Unnamed: 29,Unnamed: 30,Unnamed: 21,Unnamed: 27,Unnamed: 19,Unnamed: 24,Unnamed: 17,Unnamed: 18
2007-08,19,SAC,NBA,C,71,8,931,.459,9.8,.934,.321,.233,.126,.255,.066,.478,.559,.432,.425,.444,.190,.599,.750,.069,21,.476,.300,0,0,,hawessp01,,,,,,,,,,,,,,,
2008-09,20,SAC,NBA,C,77,51,2259,.466,9.9,.856,.325,.255,.111,.165,.144,.486,.619,.392,.427,.409,.348,.586,.950,.090,60,.296,.441,1,0,,hawessp01,,,,,,,,,,,,,,,
2009-10,21,SAC,NBA,C,72,59,1904,.468,9.5,.869,.371,.231,.072,.195,.131,.494,.607,.442,.313,.408,.299,.587,1.000,.083,46,.172,.333,0,0,,hawessp01,,,,,,,,,,,,,,,
2010-11,22,PHI,NBA,C,81,81,1718,.465,10.1,.935,.312,.236,.160,.227,.065,.480,.621,.425,.330,.450,.243,.714,1.000,.053,27,.189,.143,2,0,,hawessp01,,,,,,,,,,,,,,,
2011-12,23,PHI,NBA,C,37,29,920,.489,10.1,.962,.285,.235,.172,.270,.038,.498,.637,.467,.400,.442,.250,.739,1.000,.041,11,.333,.000,1,0,,hawessp01,,,,,,,,,,,,,,,
2012-13,24,PHI,NBA,C,82,40,2233,.464,11.2,.893,.313,.150,.163,.266,.107,.477,.630,.361,.439,.384,.356,.739,1.000,.044,34,.207,.389,1,0,,hawessp01,,,,,,,,,,,,,,,
2013-14,25,2TM,NBA,C,80,78,2470,.456,13.2,.651,.277,.206,.101,.067,.349,.478,.616,.341,.416,.424,.416,.633,.992,.028,19,.071,.364,1,0,,hawessp01,,,,,,,,,,,,,,,
2013-14,25,PHI,NBA,C,53,53,1666,.451,12.9,.654,.292,.200,.101,.061,.346,.478,.602,.342,.424,.417,.399,.639,.988,.038,17,.054,.455,0,0,,hawessp01,,,,,,,,,,,,,,,
2013-14,25,CLE,NBA,C,27,25,804,.468,13.4,.646,.249,.219,.101,.077,.354,.479,.649,.338,.400,.435,.448,.620,1.000,.010,2,.105,.273,1,0,,hawessp01,,,,,,,,,,,,,,,
2014-15,26,LAC,NBA,PF,73,15,1274,.393,14.8,.576,.198,.193,.070,.116,.424,.452,.598,.350,.414,.396,.313,.759,1.000,.031,12,.165,.276,1,0,,hawessp01,,,,,,,,,,,,,,,
2015-16,27,CHO,NBA,PF,57,6,1035,.405,12.6,.667,.281,.173,.134,.078,.333,.422,.558,.358,.317,.250,.373,.616,1.000,.033,10,.255,.423,0,0,,hawessp01,,,,,,,,,,,,,,,
2016-17,28,2TM,NBA,PF,54,1,797,.484,13.0,.708,.336,.170,.119,.083,.292,.556,.688,.511,.424,.304,.309,.817,1.000,.054,11,.136,.455,0,0,,hawessp01,,,,,,,,,,,,,,,
2016-17,28,CHO,NBA,PF,35,1,626,.477,11.2,.748,.362,.170,.119,.096,.252,.540,.646,.541,.462,.238,.291,.818,1.000,.060,9,.127,.429,0,0,,hawessp01,,,,,,,,,,,,,,,
2016-17,28,MIL,NBA,PF,19,0,171,.508,14.9,.559,.237,.169,.119,.034,.441,.636,.929,.400,.286,1.000,.346,.810,1.000,.034,2,.154,.500,0,0,,hawessp01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,griffaj01,,,,,,,,,,,,,,,
2022-23,19,ATL,NBA,SF,72,12,1401,.465,16.8,.514,.101,.165,.173,.075,.486,.536,.630,.568,.522,.375,.390,.558,.891,.017,9,.293,.408,0,0,,griffaj01,,,,,,,,,,,,,,,
2023-24,20,ATL,NBA,SF,20,0,171,.290,19.5,.371,.048,.194,.065,.065,.629,.348,.667,.250,.500,.250,.256,.750,.800,.016,1,.205,.250,0,0,,griffaj01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,middlkh01,,,,,,,,,,,,,,,
2012-13,21,DET,NBA,SG,27,0,475,.440,14.7,.681,.206,.142,.121,.213,.319,.500,.655,.400,.647,.333,.311,.625,1.000,.035,5,.689,.387,2,0,,middlkh01,,,,,,,,,,,,,,,
2013-14,22,MIL,NBA,SF,82,64,2460,.440,15.9,.660,.170,.111,.133,.246,.340,.454,.552,.316,.465,.443,.414,.688,.958,.011,9,.324,.415,2,0,,middlkh01,,,,,,,,,,,,,,,
2014-15,23,MIL,NBA,SF,79,58,2378,.467,14.8,.692,.176,.112,.159,.245,.308,.494,.621,.474,.449,.441,.407,.596,.982,.018,16,.399,.523,0,0,,middlkh01,,,,,,,,,,,,,,,
2015-16,24,MIL,NBA,SG,79,79,2852,.444,15.2,.684,.146,.123,.189,.226,.316,.466,.635,.397,.440,.415,.396,.415,.888,.020,22,.224,.432,2,0,,middlkh01,,,,,,,,,,,,,,,
2016-17,25,MIL,NBA,SF,29,23,889,.450,15.1,.688,.126,.201,.186,.174,.312,.459,.643,.403,.419,.431,.433,.495,.889,.003,1,.279,.414,0,0,,middlkh01,,,,,,,,,,,,,,,
2017-18,26,MIL,NBA,SF,82,82,2982,.466,15.1,.680,.140,.133,.218,.189,.320,.517,.629,.444,.545,.452,.359,.427,.842,.023,27,.199,.432,1,0,,middlkh01,,,,,,,,,,,,,,,
2018-19,27,MIL,NBA,SF,77,77,2393,.441,15.9,.587,.171,.159,.145,.112,.413,.485,.592,.429,.461,.434,.378,.327,.603,.017,19,.127,.317,0,0,AS,middlkh01,,,,,,,,,,,,,,,
2019-20,28,MIL,NBA,SF,62,59,1853,.497,16.6,.626,.127,.129,.199,.172,.374,.546,.700,.451,.505,.552,.415,.377,.701,.012,11,.150,.472,2,0,AS,middlkh01,,,,,,,,,,,,,,,
2020-21,29,MIL,NBA,SF,68,68,2269,.476,15.7,.660,.150,.146,.196,.168,.340,.508,.652,.490,.464,.444,.414,.333,.649,.014,11,.156,.439,0,0,,middlkh01,,,,,,,,,,,,,,,
2021-22,30,MIL,NBA,SF,66,66,2141,.443,17.0,.575,.103,.137,.187,.140,.425,.494,.733,.414,.497,.385,.373,.328,.630,.008,6,.106,.391,0,0,AS,middlkh01,,,,,,,,,,,,,,,
2022-23,31,MIL,NBA,SF,33,19,801,.436,16.4,.601,.111,.180,.175,.135,.399,.516,.644,.548,.423,.491,.315,.333,.608,.002,1,.142,.391,0,0,,middlkh01,,,,,,,,,,,,,,,
2023-24,32,MIL,NBA,SF,55,55,1487,.493,16.7,.616,.101,.159,.187,.170,.384,.563,.708,.510,.517,.578,.381,.372,.702,.005,2,.186,.413,0,0,,middlkh01,,,,,,,,,,,,,,,
2024-25,33,2TM,NBA,SF,37,21,843,.475,17.1,.605,.074,.193,.196,.142,.395,.549,.600,.600,.470,.563,.361,.402,.750,.003,1,.165,.318,1,0,,middlkh01,,,,,,,,,,,,,,,
2024-25,33,MIL,NBA,SF,23,7,534,.512,17.3,.592,.090,.166,.185,.152,.408,.584,.579,.629,.538,.594,.407,.384,.657,.005,1,.163,.357,0,0,,middlkh01,,,,,,,,,,,,,,,
2024-25,33,WAS,NBA,SF,14,14,309,.413,16.9,.627,.048,.238,.214,.127,.373,.494,.667,.567,.370,.500,.277,.436,1.000,.000,0,.170,.250,1,0,,middlkh01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,murrakr01,,,,,,,,,,,,,,,
2023-24,23,POR,NBA,SF,62,29,1348,.396,14.1,.500,.287,.180,.030,.003,.500,.525,.657,.333,.455,.000,.268,.500,.980,.060,21,.475,.299,1,0,,murrakr01,,,,,,,,,,,,,,,
2024-25,24,POR,NBA,SF,69,6,1040,.419,12.2,.570,.358,.208,.000,.004,.430,.566,.650,.414,,1.000,.225,.589,.963,.129,34,.475,.263,0,0,,murrakr01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,dotsode01,,,,,,,,,,,,,,,
2020-21,21,CHI,NBA,PG,11,0,50,.524,12.6,.667,.429,.095,.048,.095,.333,.714,.889,.500,.000,.500,.143,.400,1.000,.000,0,.143,.000,0,0,,dotsode01,,,,,,,,,,,,,,,
2021-22,22,CHI,NBA,PG,11,0,85,.478,12.2,.609,.478,.000,.130,.000,.391,.643,.818,,.000,,.222,.556,1.000,.000,0,.333,.000,0,0,,dotsode01,,,,,,,,,,,,,,,
2022-23,23,WAS,NBA,PG,6,0,53,.100,16.5,.600,.000,.300,.100,.200,.400,.000,,.000,.000,.000,.250,,1.000,.000,0,.250,.000,0,0,,dotsode01,,,,,,,,,,,,,,,
2023-24,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dotsode01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,martije02,,,,,,,,,,,,,,,
2019-20,23,BRK,NBA,PG,9,0,99,.453,12.8,.660,.340,.170,.094,.057,.340,.543,.722,.444,.400,.000,.278,.211,.600,.000,0,.111,.000,0,0,,martije02,,,,,,,,,,,,,,,
2020-21,24,CLE,NBA,PG,9,0,75,.273,13.1,.636,.273,.242,.030,.091,.364,.286,.444,.000,.000,.667,.250,.333,.667,.000,0,.250,.333,0,0,,martije02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,smithno01,,,,,,,,,,,,,,,
2011-12,23,POR,NBA,PG,44,4,541,.372,13.4,.750,.250,.178,.111,.211,.250,.400,.533,.281,.350,.368,.289,.370,.846,.006,1,.311,.143,1,0,,smithno01,,,,,,,,,,,,,,,
2012-13,24,POR,NBA,PG,40,0,288,.368,13.6,.754,.211,.193,.123,.228,.246,.419,.625,.409,.286,.308,.214,.194,1.000,.018,1,.357,.400,0,0,,smithno01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,leeda02,,,,,,,,,,,,,,,
2005-06,22,NYK,NBA,SF,67,14,1129,.596,4.5,1.000,.652,.143,.070,.135,.000,.596,.680,.303,.188,.710,,.664,,.209,41,,,0,0,,leeda02,,,,,,,,,,,,,,,
2006-07,23,NYK,NBA,PF,58,12,1731,.600,3.3,1.000,.725,.143,.030,.103,.000,.600,.700,.386,.167,.317,,.588,,.153,59,,,0,0,6MOY-4,leeda02,,,,,,,,,,,,,,,
2007-08,24,NYK,NBA,PF,81,29,2356,.552,3.5,.997,.697,.136,.091,.073,.003,.554,.603,.464,.482,.333,.000,.592,,.175,102,1.000,.000,0,0,6MOY-14,leeda02,,,,,,,,,,,,,,,
2008-09,25,NYK,NBA,C,81,74,2824,.549,4.7,.997,.636,.121,.123,.117,.003,.551,.636,.504,.316,.378,.000,.665,,.114,103,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2009-10,26,NYK,NBA,C,81,81,3019,.545,8.0,.994,.464,.134,.114,.282,.006,.549,.663,.435,.490,.439,.000,.638,,.056,68,.125,.000,0,0,"DPOY-17,AS",leeda02,,,,,,,,,,,,,,,
2010-11,27,GSW,NBA,PF,73,73,2634,.507,8.9,.997,.354,.236,.120,.287,.003,.508,.688,.342,.444,.448,.333,.675,1.000,.086,80,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2011-12,28,GSW,NBA,PF,57,57,2121,.503,7.5,.995,.382,.317,.110,.187,.005,.506,.688,.366,.475,.390,.000,.623,,.074,66,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2012-13,29,GSW,NBA,PF,79,79,2907,.519,7.8,.997,.387,.291,.116,.203,.003,.521,.686,.412,.415,.421,.000,.683,,.059,65,.000,,2,0,"MVP-12,AS,NBA3",leeda02,,,,,,,,,,,,,,,
2013-14,30,GSW,NBA,PF,69,67,2288,.523,5.7,.999,.466,.355,.078,.100,.001,.523,.670,.408,.390,.357,.000,.682,,.075,70,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2014-15,31,GSW,NBA,PF,49,4,904,.511,5.6,.994,.482,.326,.080,.105,.006,.514,.689,.314,.560,.303,.000,.706,,.077,23,.000,,1,0,,leeda02,,,,,,,,,,,,,,,
2015-16,32,2TM,NBA,PF,55,5,903,.531,3.9,.997,.606,.281,.054,.057,.003,.533,.635,.383,.389,.316,.000,.674,,.093,30,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2015-16,32,BOS,NBA,PF,30,4,470,.453,4.6,.995,.557,.302,.068,.068,.005,.455,.533,.379,.385,.231,.000,.609,,.057,10,.000,,0,0,,leeda02,,,,,,,,,,,,,,,
2015-16,32,DAL,NBA,PF,25,1,433,.636,3.2,1.000,.671,.252,.035,.042,.000,.636,.750,.389,.400,.500,,.736,,.140,20,,,0,0,,leeda02,,,,,,,,,,,,,,,
2016-17,33,SAS,NBA,PF,79,10,1477,.590,4.7,1.000,.600,.245,.081,.074,.000,.590,.706,.417,.471,.355,,.698,,.107,44,,,0,0,,leeda02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,bjeline01,,,,,,,,,,,,,,,
2010-11,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,
2011-12,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,
2012-13,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,
2013-14,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,
2014-15,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,
2015-16,27,MIN,NBA,PF,60,0,1075,.468,15.0,.468,.281,.136,.013,.038,.532,.564,.727,.344,.333,.222,.384,.677,.896,.026,6,.096,.500,0,0,,bjeline01,,,,,,,,,,,,,,,
2016-17,28,MIN,NBA,PF,65,1,1190,.424,14.8,.503,.264,.177,.034,.028,.497,.531,.638,.444,.250,.400,.316,.526,.964,.020,7,.209,.378,0,0,,bjeline01,,,,,,,,,,,,,,,
2017-18,29,MIN,NBA,PF,67,21,1371,.461,14.4,.507,.261,.194,.024,.024,.493,.505,.660,.375,.333,.111,.415,.600,.934,.022,7,.246,.400,0,0,,bjeline01,,,,,,,,,,,,,,,
2018-19,30,SAC,NBA,PF,77,70,1788,.479,13.5,.567,.319,.199,.022,.027,.433,.539,.635,.441,.231,.375,.401,.591,.961,.032,17,.187,.292,0,0,,bjeline01,,,,,,,,,,,,,,,
2019-20,31,SAC,NBA,PF,72,67,2011,.481,15.4,.510,.253,.198,.031,.029,.490,.541,.630,.465,.450,.368,.419,.550,.948,.028,18,.125,.525,0,0,,bjeline01,,,,,,,,,,,,,,,
2020-21,32,2TM,NBA,PF,37,3,595,.454,14.8,.566,.311,.219,.015,.020,.434,.559,.689,.395,.333,.500,.318,.645,.889,.005,0,.153,.385,0,0,,bjeline01,,,,,,,,,,,,,,,
2020-21,32,SAC,NBA,PF,26,1,439,.460,12.7,.613,.327,.247,.013,.027,.387,.565,.673,.432,.500,.500,.293,.635,.882,.007,0,.155,.444,0,0,,bjeline01,,,,,,,,,,,,,,,
2020-21,32,MIA,NBA,PF,11,2,156,.435,16.8,.413,.261,.130,.022,.000,.587,.526,.750,.167,.000,,.370,.700,.900,.000,0,.148,.250,0,0,,bjeline01,,,,,,,,,,,,,,,
2021-22,33,GSW,NBA,C,71,0,1142,.468,14.1,.564,.260,.260,.023,.020,.436,.549,.674,.438,.500,.429,.362,.689,.944,.026,9,.128,.368,0,0,,bjeline01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,manntr01,,,,,,,,,,,,,,,
2021-22,20,OKC,NBA,PG,60,26,1367,.393,16.6,.537,.102,.264,.092,.078,.463,.421,.533,.394,.407,.370,.360,.286,.663,.014,6,.143,.436,4,0,,manntr01,,,,,,,,,,,,,,,
2022-23,21,OKC,NBA,PG,67,5,1183,.393,17.2,.487,.126,.204,.108,.050,.513,.475,.667,.373,.407,.560,.315,.267,.605,.012,4,.121,.452,2,0,,manntr01,,,,,,,,,,,,,,,
2023-24,22,2TM,NBA,PG,41,28,987,.459,15.1,.601,.237,.212,.104,.047,.399,.516,.667,.433,.424,.333,.373,.194,.766,.022,4,.198,.440,0,0,,manntr01,,,,,,,,,,,,,,,
2023-24,22,OKC,NBA,PG,13,0,119,.500,16.2,.525,.250,.100,.075,.100,.475,.571,.600,.500,.333,.750,.421,.333,.750,.000,0,.158,.667,0,0,,manntr01,,,,,,,,,,,,,,,
2023-24,22,CHO,NBA,PG,28,28,868,.453,14.1,.612,.236,.228,.109,.040,.388,.509,.677,.429,.433,.182,.364,.174,.769,.025,4,.206,.409,0,0,,manntr01,,,,,,,,,,,,,,,
2024-25,23,CHO,NBA,PG,13,0,319,.435,13.6,.627,.273,.205,.099,.050,.373,.455,.455,.515,.375,.375,.400,.174,.542,.006,1,.217,.385,0,0,,manntr01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,walkeke02,,,,,,,,,,,,,,,
2011-12,21,CHA,NBA,PG,66,25,1792,.366,15.5,.705,.216,.091,.113,.284,.295,.392,.500,.314,.379,.339,.305,.255,.609,.000,0,.058,.308,3,0,ROY-11,walkeke02,,,,,,,,,,,,,,,
2012-13,22,CHA,NBA,PG,82,82,2859,.423,13.4,.733,.302,.113,.129,.189,.267,.459,.548,.312,.413,.438,.322,.258,.738,.004,5,.075,.320,7,0,,walkeke02,,,,,,,,,,,,,,,
2013-14,23,CHA,NBA,PG,73,73,2614,.393,15.2,.714,.221,.087,.149,.256,.286,.417,.514,.340,.400,.369,.333,.212,.670,.001,0,.070,.304,9,0,,walkeke02,,,,,,,,,,,,,,,
2014-15,24,CHO,NBA,PG,62,58,2119,.385,13.8,.715,.258,.115,.130,.211,.285,.418,.494,.381,.297,.420,.304,.259,.659,.000,0,.089,.280,4,0,,walkeke02,,,,,,,,,,,,,,,
2015-16,25,CHO,NBA,PG,81,81,2885,.427,14.8,.632,.250,.092,.091,.200,.368,.459,.598,.336,.380,.376,.371,.189,.599,.000,0,.106,.404,4,1,,walkeke02,,,,,,,,,,,,,,,
2016-17,26,CHO,NBA,PG,79,79,2739,.444,15.0,.585,.304,.065,.073,.144,.415,.476,.549,.330,.387,.428,.399,.201,.513,.000,0,.066,.525,3,0,AS,walkeke02,,,,,,,,,,,,,,,
2017-18,27,CHO,NBA,PG,80,80,2736,.431,16.0,.559,.227,.086,.095,.151,.441,.469,.573,.316,.408,.437,.384,.151,.481,.001,0,.048,.379,7,0,AS,walkeke02,,,,,,,,,,,,,,,
2018-19,28,CHO,NBA,PG,82,82,2863,.434,15.8,.566,.252,.107,.100,.106,.434,.494,.576,.343,.479,.466,.356,.200,.438,.000,0,.052,.395,10,1,"AS,NBA3",walkeke02,,,,,,,,,,,,,,,
2019-20,29,BOS,NBA,PG,56,56,1742,.425,17.6,.468,.198,.111,.076,.082,.532,.476,.597,.273,.471,.466,.381,.247,.489,.000,0,.053,.360,5,0,AS,walkeke02,,,,,,,,,,,,,,,
2020-21,30,BOS,NBA,PG,43,43,1369,.420,18.0,.478,.126,.157,.090,.105,.522,.486,.741,.377,.475,.352,.360,.268,.551,.000,0,.057,.400,3,0,,walkeke02,,,,,,,,,,,,,,,
2021-22,31,NYK,NBA,PG,37,37,948,.403,18.0,.462,.138,.130,.084,.111,.538,.444,.569,.375,.323,.463,.367,.211,.507,.000,0,.030,.500,0,0,,walkeke02,,,,,,,,,,,,,,,
2022-23,32,DAL,NBA,PG,9,1,144,.421,16.5,.509,.211,.123,.088,.088,.491,.586,.583,.571,.600,.600,.250,.176,.429,.000,0,.071,.000,0,0,,walkeke02,,,,,,,,,,,,,,,
2023-24,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walkeke02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,,,Att.,Md.,,szabobr01,,,,,,2P,%3PA,Awards,,,,,,,
1996-97,28,BOS,NBA,C,70,24,662,.446,9.6,.992,.628,.124,.198,.041,.008,.450,.355,.667,.625,.400,.000,,,.157,18,,,0,0,,szabobr01,,,,,,.759,.000,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,maxeyty01,,,,,,,,,,,,,,,
2020-21,20,PHI,NBA,SG,61,8,935,.462,12.3,.760,.268,.233,.128,.131,.240,.512,.591,.460,.582,.375,.301,.383,.806,.019,8,.126,.154,0,0,,maxeyty01,,,,,,,,,,,,,,,
2021-22,21,PHI,NBA,PG,75,74,2650,.485,12.9,.689,.258,.237,.121,.073,.311,.512,.654,.466,.317,.479,.427,.450,.712,.017,14,.181,.589,2,0,,maxeyty01,,,,,,,,,,,,,,,
2022-23,22,PHI,NBA,SG,60,41,2016,.481,14.4,.596,.222,.208,.101,.060,.404,.513,.626,.447,.467,.400,.434,.444,.688,.014,13,.195,.514,1,0,,maxeyty01,,,,,,,,,,,,,,,
2023-24,23,PHI,NBA,PG,70,70,2626,.450,14.7,.599,.222,.229,.092,.056,.401,.501,.667,.406,.392,.413,.373,.343,.599,.004,6,.072,.610,3,0,"MIP-1,AS",maxeyty01,,,,,,,,,,,,,,,
2024-25,24,PHI,NBA,PG,52,52,1960,.437,15.1,.562,.226,.220,.071,.044,.438,.515,.644,.408,.462,.479,.337,.307,.491,.014,15,.084,.275,3,0,,maxeyty01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,pokusal01,,,,,,,,,,,,,,,
2020-21,19,OKC,NBA,PF,45,28,1090,.341,17.5,.493,.137,.147,.120,.088,.507,.403,.554,.333,.408,.278,.280,.432,.914,.032,11,.193,.325,1,0,,pokusal01,,,,,,,,,,,,,,,
2021-22,20,OKC,NBA,PF,61,12,1233,.408,14.5,.568,.200,.248,.070,.050,.432,.498,.703,.416,.344,.304,.289,.535,.947,.075,32,.203,.325,0,0,,pokusal01,,,,,,,,,,,,,,,
2022-23,21,OKC,NBA,PF,34,25,701,.434,13.2,.582,.305,.201,.052,.024,.418,.483,.645,.300,.308,.333,.365,.600,.974,.056,14,.279,.379,0,0,,pokusal01,,,,,,,,,,,,,,,
2023-24,22,2TM,NBA,PF,28,0,405,.405,16.8,.545,.231,.207,.033,.074,.455,.470,.786,.280,.500,.000,.327,.774,1.000,.050,6,.291,.188,0,0,,pokusal01,,,,,,,,,,,,,,,
2023-24,22,OKC,NBA,PF,10,0,60,.250,19.3,.313,.063,.188,.000,.063,.688,.400,1.000,.333,,.000,.182,.500,1.000,.000,0,.455,.000,0,0,,pokusal01,,,,,,,,,,,,,,,
2023-24,22,CHO,NBA,PF,18,0,345,.429,14.3,.581,.257,.210,.038,.076,.419,.475,.778,.273,.500,.000,.364,.793,1.000,.057,6,.250,.273,0,0,,pokusal01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,adamsja01,,,,,,,,,,,,,,,
2018-19,22,ATL,NBA,PG,34,1,428,.345,20.2,.327,.118,.082,.073,.055,.673,.361,.538,.111,.250,.500,.338,.231,.840,.000,0,.149,.182,1,0,,adamsja01,,,,,,,,,,,,,,,
2019-20,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adamsja01,,,,,,,,,,,,,,,
2020-21,24,MIL,NBA,PG,7,0,18,.125,11.0,.750,.250,.375,.125,.000,.250,.167,.000,.000,1.000,,.000,.000,,.000,0,.000,,0,0,,adamsja01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,fergute01,,,,,,,,,,,,,,,
2017-18,19,OKC,NBA,SG,61,12,763,.414,19.0,.290,.166,.030,.018,.077,.710,.612,.714,.200,.333,.615,.333,.767,1.000,.077,10,.508,.426,0,0,,fergute01,,,,,,,,,,,,,,,
2018-19,20,OKC,NBA,SG,74,74,1931,.429,18.2,.327,.206,.046,.028,.046,.673,.560,.742,.200,.333,.250,.366,.873,1.000,.065,24,.514,.403,0,0,,fergute01,,,,,,,,,,,,,,,
2019-20,21,OKC,NBA,SF,56,38,1257,.355,20.4,.236,.123,.050,.014,.050,.764,.558,.630,.364,.667,.545,.292,.897,.980,.032,5,.411,.319,0,0,,fergute01,,,,,,,,,,,,,,,
2020-21,22,PHI,NBA,SG,13,0,49,.143,19.8,.286,.143,.000,.000,.143,.714,.500,1.000,,,.000,.000,1.000,,.143,1,.600,.000,0,0,,fergute01,,,,,,,,,,,,,,,
